"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.757309638E1,-8.858546615E-2,5.027823523E-2,9.892841339E0,9.893365709E0
1.757810076E1,-8.858546615E-2,4.788403213E-2,9.883264542E0,9.883777530E0
1.758307861E1,-7.900865376E-2,4.788403213E-2,9.883264542E0,9.883696335E0
1.758808200E1,-8.379705995E-2,5.506663769E-2,9.888052940E0,9.888561333E0
1.759308661E1,-8.379705995E-2,5.267243832E-2,9.892841339E0,9.893336449E0
1.759809061E1,-8.379705995E-2,4.548983276E-2,9.892841339E0,9.893300816E0
1.760309669E1,-8.140286058E-2,5.506663769E-2,9.885659218E0,9.886147730E0
1.760810038E1,-7.422025502E-2,3.830722719E-2,9.883264542E0,9.883617460E0
1.761307454E1,-7.900865376E-2,5.746084079E-2,9.885659218E0,9.886141931E0
1.761807893E1,-6.703764945E-2,6.464344263E-2,9.883264542E0,9.883703295E0
1.762308631E1,-8.140286058E-2,5.267243832E-2,9.890447617E0,9.890922852E0
1.762808962E1,-7.661445439E-2,5.506663769E-2,9.890447617E0,9.890897642E0
1.763309370E1,-8.379705995E-2,4.788403213E-2,9.892841339E0,9.893312114E0
1.763809770E1,-8.140286058E-2,5.985504389E-2,9.885659218E0,9.886175561E0
1.764307424E1,-8.379705995E-2,5.746084079E-2,9.888052940E0,9.888574955E0
1.764807832E1,-8.140286058E-2,4.788403213E-2,9.888052940E0,9.888503944E0
1.765308324E1,-8.140286058E-2,4.548983276E-2,9.892841339E0,9.893280826E0
1.765808816E1,-7.661445439E-2,4.309562966E-2,9.890447617E0,9.890838239E0
1.766309486E1,-9.097966552E-2,4.788403213E-2,9.883264542E0,9.883799279E0
1.766809763E1,-7.422025502E-2,5.746084079E-2,9.892841339E0,9.893286620E0
1.767310263E1,-7.422025502E-2,5.746084079E-2,9.888052940E0,9.888498437E0
1.767807824E1,-9.576806426E-2,4.309562966E-2,9.890447617E0,9.891005147E0
1.768308440E1,-8.619125932E-2,5.746084079E-2,9.890447617E0,9.890990079E0
1.768808686E1,-7.422025502E-2,5.506663769E-2,9.883264542E0,9.883696625E0
1.769309156E1,-8.140286058E-2,4.309562966E-2,9.885659218E0,9.886088298E0
1.769809702E1,-8.619125932E-2,5.267243832E-2,9.880870819E0,9.881387122E0
1.770310294E1,-7.661445439E-2,5.746084079E-2,9.895236015E0,9.895699436E0
1.770807517E1,-8.619125932E-2,5.267243832E-2,9.895236015E0,9.895751569E0
1.771308040E1,-8.379705995E-2,4.309562966E-2,9.878476143E0,9.878925553E0
1.771808564E1,-9.097966552E-2,5.267243832E-2,9.892841339E0,9.893399893E0
1.772309402E1,-8.140286058E-2,5.506663769E-2,9.895236015E0,9.895724054E0
1.772809579E1,-7.900865376E-2,5.506663769E-2,9.897629738E0,9.898098258E0
1.773310018E1,-7.900865376E-2,5.027823523E-2,9.888052940E0,9.888496408E0
1.773807464E1,-7.661445439E-2,5.267243832E-2,9.897629738E0,9.898066407E0
1.774308226E1,-7.422025502E-2,6.464344263E-2,9.883264542E0,9.883754622E0
1.774808534E1,-8.619125932E-2,4.548983276E-2,9.897629738E0,9.898109551E0
1.775308780E1,-7.900865376E-2,4.788403213E-2,9.883264542E0,9.883696335E0
1.775809426E1,-8.379705995E-2,4.548983276E-2,9.888052940E0,9.888512640E0
1.776310049E1,-8.140286058E-2,4.309562966E-2,9.892841339E0,9.893270107E0
1.776807395E1,-8.140286058E-2,4.309562966E-2,9.890447617E0,9.890876489E0
1.777307888E1,-7.900865376E-2,5.746084079E-2,9.883264542E0,9.883747372E0
1.777808288E1,-7.900865376E-2,4.788403213E-2,9.897629738E0,9.898060905E0
1.778309150E1,-8.140286058E-2,5.985504389E-2,9.892841339E0,9.893357307E0
1.778809396E1,-8.140286058E-2,5.027823523E-2,9.892841339E0,9.893304003E0
1.779309834E1,-8.379705995E-2,5.506663769E-2,9.895236015E0,9.895744039E0
1.779807219E1,-7.661445439E-2,4.548983276E-2,9.895236015E0,9.895637165E0
1.780307773E1,-8.140286058E-2,4.788403213E-2,9.885659218E0,9.886110331E0
1.780808135E1,-7.661445439E-2,4.788403213E-2,9.892841339E0,9.893253884E0
1.781308719E1,-8.379705995E-2,4.548983276E-2,9.892841339E0,9.893300816E0
1.781809181E1,-7.900865376E-2,5.267243832E-2,9.883264542E0,9.883720694E0
1.782309896E1,-8.619125932E-2,4.548983276E-2,9.890447617E0,9.890927778E0
1.782807212E1,-8.379705995E-2,4.548983276E-2,9.878476143E0,9.878936288E0
1.783307520E1,-7.182604820E-2,4.070143029E-2,9.888052940E0,9.888397572E0
1.783808081E1,-7.182604820E-2,5.506663769E-2,9.892841339E0,9.893255333E0
1.784308912E1,-8.619125932E-2,5.506663769E-2,9.895236015E0,9.895764602E0
1.784809028E1,-6.464344263E-2,5.027823523E-2,9.902418137E0,9.902756769E0
1.785309620E1,-8.379705995E-2,5.506663769E-2,9.890447617E0,9.890955886E0
1.785809982E1,-8.140286058E-2,5.267243832E-2,9.885659218E0,9.886134684E0
1.786307674E1,-8.140286058E-2,4.788403213E-2,9.895236015E0,9.895686692E0
1.786807982E1,-7.900865376E-2,5.027823523E-2,9.888052940E0,9.888496408E0
1.787308413E1,-8.140286058E-2,5.027823523E-2,9.888052940E0,9.888515828E0
1.787808944E1,-7.661445439E-2,5.746084079E-2,9.892841339E0,9.893304872E0
1.788309652E1,-8.140286058E-2,5.027823523E-2,9.895236015E0,9.895698567E0
1.788809929E1,-8.140286058E-2,5.027823523E-2,9.895236015E0,9.895698567E0
1.789307244E1,-7.422025502E-2,5.027823523E-2,9.888052940E0,9.888459309E0
1.789807775E1,-8.619125932E-2,4.548983276E-2,9.888052940E0,9.888533218E0
1.790308452E1,-8.140286058E-2,4.788403213E-2,9.890447617E0,9.890898511E0
1.790808852E1,-7.422025502E-2,5.027823523E-2,9.883264542E0,9.883671107E0
1.791309275E1,-7.182604820E-2,5.267243832E-2,9.892841339E0,9.893242296E0
1.791809829E1,-8.858546615E-2,4.548983276E-2,9.895236015E0,9.895737088E0
1.792307437E1,-7.900865376E-2,5.506663769E-2,9.880870819E0,9.881340134E0
1.792807714E1,-8.140286058E-2,5.985504389E-2,9.885659218E0,9.886175561E0
1.793308237E1,-7.422025502E-2,5.267243832E-2,9.892841339E0,9.893259968E0
1.793808637E1,-8.858546615E-2,5.506663769E-2,9.888052940E0,9.888603070E0
1.794309437E1,-8.379705995E-2,5.027823523E-2,9.878476143E0,9.878959498E0
1.794809707E1,-8.858546615E-2,4.788403213E-2,9.883264542E0,9.883777530E0
1.795310260E1,-8.140286058E-2,5.027823523E-2,9.883264542E0,9.883727653E0
1.795807553E1,-8.858546615E-2,4.070143029E-2,9.885659218E0,9.886139902E0
1.796308168E1,-8.379705995E-2,5.027823523E-2,9.892841339E0,9.893323992E0
1.796808515E1,-7.422025502E-2,4.548983276E-2,9.883264542E0,9.883647908E0
1.797309007E1,-7.422025502E-2,4.788403213E-2,9.885659218E0,9.886053798E0
1.797809499E1,-7.900865376E-2,5.985504389E-2,9.885659218E0,9.886156137E0
1.798310230E1,-8.379705995E-2,5.027823523E-2,9.890447617E0,9.890930386E0
1.798807523E1,-8.619125932E-2,4.070143029E-2,9.888052940E0,9.888512350E0
1.799307954E1,-7.661445439E-2,4.548983276E-2,9.883264542E0,9.883666177E0
1.799808354E1,-8.140286058E-2,4.548983276E-2,9.895236015E0,9.895675396E0
1.800309069E1,-7.661445439E-2,5.985504389E-2,9.890447617E0,9.890925460E0
1.800809469E1,-7.661445439E-2,5.267243832E-2,9.895236015E0,9.895672790E0
1.801309839E1,-7.661445439E-2,5.267243832E-2,9.897629738E0,9.898066407E0
1.801807369E1,-7.900865376E-2,4.309562966E-2,9.890447617E0,9.890857074E0
1.802307923E1,-7.900865376E-2,5.746084079E-2,9.888052940E0,9.888535537E0
1.802808539E1,-8.379705995E-2,5.027823523E-2,9.892841339E0,9.893323992E0
1.803308793E1,-9.097966552E-2,5.746084079E-2,9.883264542E0,9.883850315E0
1.803809285E1,-9.576806426E-2,5.267243832E-2,9.895236015E0,9.895839616E0
1.804309901E1,-8.140286058E-2,4.788403213E-2,9.890447617E0,9.890898511E0
1.804807162E1,-7.422025502E-2,4.070143029E-2,9.892841339E0,9.893203476E0
1.805307655E1,-8.140286058E-2,4.070143029E-2,9.892841339E0,9.893259968E0
1.805808293E1,-7.182604820E-2,4.788403213E-2,9.888052940E0,9.888429745E0
1.806308947E1,-8.379705995E-2,5.027823523E-2,9.885659218E0,9.886142221E0
1.806809163E1,-8.379705995E-2,5.267243832E-2,9.890447617E0,9.890942846E0
1.807309747E1,-8.858546615E-2,4.309562966E-2,9.888052940E0,9.888543653E0
1.807810148E1,-7.661445439E-2,4.309562966E-2,9.878476143E0,9.878867238E0
1.808307778E1,-7.661445439E-2,4.309562966E-2,9.895236015E0,9.895626448E0
1.808808048E1,-8.379705995E-2,4.548983276E-2,9.880870819E0,9.881330852E0
1.809308540E1,-7.422025502E-2,5.985504389E-2,9.890447617E0,9.890907205E0
1.809808971E1,-8.140286058E-2,4.548983276E-2,9.883264542E0,9.883704455E0
1.810309802E1,-7.661445439E-2,5.506663769E-2,9.897629738E0,9.898079437E0
1.810810025E1,-8.140286058E-2,5.985504389E-2,9.892841339E0,9.893357307E0
1.811307494E1,-8.379705995E-2,5.027823523E-2,9.890447617E0,9.890930386E0
1.811808018E1,-8.379705995E-2,5.506663769E-2,9.890447617E0,9.890955886E0
1.812308725E1,-9.337386489E-2,5.027823523E-2,9.890447617E0,9.891016158E0
1.812808979E1,-8.858546615E-2,5.027823523E-2,9.885659218E0,9.886183968E0
1.813309472E1,-7.661445439E-2,5.027823523E-2,9.890447617E0,9.890872142E0
1.813809895E1,-7.900865376E-2,5.985504389E-2,9.890447617E0,9.890944295E0
1.814307595E1,-7.900865376E-2,5.746084079E-2,9.883264542E0,9.883747372E0
1.814807903E1,-8.379705995E-2,5.746084079E-2,9.890447617E0,9.890969505E0
1.815308241E1,-8.140286058E-2,4.788403213E-2,9.895236015E0,9.895686692E0
1.815808788E1,-8.140286058E-2,5.027823523E-2,9.883264542E0,9.883727653E0
1.816309565E1,-8.379705995E-2,4.309562966E-2,9.888052940E0,9.888501915E0
1.816809688E1,-7.661445439E-2,5.027823523E-2,9.902418137E0,9.902842149E0
1.817307134E1,-8.379705995E-2,5.746084079E-2,9.878476143E0,9.878998664E0
1.817807719E1,-8.858546615E-2,5.267243832E-2,9.897629738E0,9.898166305E0
1.818308419E1,-8.140286058E-2,3.112462163E-2,9.890447617E0,9.890831574E0
1.818808757E1,-8.379705995E-2,4.548983276E-2,9.890447617E0,9.890907205E0
1.819309104E1,-8.140286058E-2,4.548983276E-2,9.890447617E0,9.890887210E0
1.819809657E1,-8.379705995E-2,5.027823523E-2,9.885659218E0,9.886142221E0
1.820310488E1,-8.619125932E-2,5.267243832E-2,9.897629738E0,9.898145167E0
1.820807627E1,-7.661445439E-2,5.267243832E-2,9.890447617E0,9.890884602E0
1.821307965E1,-8.379705995E-2,5.746084079E-2,9.888052940E0,9.888574955E0
1.821808604E1,-9.097966552E-2,4.788403213E-2,9.890447617E0,9.890981965E0
1.822309343E1,-8.619125932E-2,5.506663769E-2,9.895236015E0,9.895764602E0
1.822809589E1,-9.097966552E-2,5.027823523E-2,9.897629738E0,9.898175571E0
1.823310089E1,-8.858546615E-2,5.746084079E-2,9.883264542E0,9.883828567E0
1.823807351E1,-7.900865376E-2,5.027823523E-2,9.895236015E0,9.895679161E0
1.824308028E1,-8.379705995E-2,5.506663769E-2,9.890447617E0,9.890955886E0
1.824808489E1,-8.858546615E-2,5.027823523E-2,9.892841339E0,9.893365709E0
1.825308951E1,-7.900865376E-2,4.788403213E-2,9.895236015E0,9.895667287E0
1.825809320E1,-8.140286058E-2,5.506663769E-2,9.888052940E0,9.888541334E0
1.826310028E1,-9.097966552E-2,5.267243832E-2,9.885659218E0,9.886218178E0
1.826807413E1,-8.858546615E-2,5.746084079E-2,9.890447617E0,9.891011232E0
1.827307836E1,-7.900865376E-2,5.027823523E-2,9.888052940E0,9.888496408E0
1.827808305E1,-8.140286058E-2,4.548983276E-2,9.890447617E0,9.890887210E0
1.828309067E1,-8.379705995E-2,5.267243832E-2,9.883264542E0,9.883760131E0
1.828809382E1,-9.337386489E-2,4.309562966E-2,9.897629738E0,9.898163988E0
1.829309805E1,-7.661445439E-2,4.788403213E-2,9.888052940E0,9.888465685E0
1.829810267E1,-8.379705995E-2,4.548983276E-2,9.888052940E0,9.888512640E0
1.830307990E1,-8.379705995E-2,4.788403213E-2,9.892841339E0,9.893312114E0
1.830808183E1,-8.140286058E-2,4.788403213E-2,9.878476143E0,9.878927584E0
1.831308637E1,-8.619125932E-2,5.506663769E-2,9.888052940E0,9.888581911E0
1.831809290E1,-8.379705995E-2,4.309562966E-2,9.892841339E0,9.893290097E0
1.832309960E1,-7.182604820E-2,5.506663769E-2,9.888052940E0,9.888467134E0
1.832807098E1,-8.619125932E-2,4.788403213E-2,9.902418137E0,9.902909005E0
1.833307691E1,-7.900865376E-2,5.985504389E-2,9.888052940E0,9.888549739E0
1.833808206E1,-9.097966552E-2,4.548983276E-2,9.888052940E0,9.888576115E0
1.834308883E1,-7.661445439E-2,5.267243832E-2,9.888052940E0,9.888490032E0
1.834809068E1,-8.140286058E-2,5.985504389E-2,9.888052940E0,9.888569159E0
1.835309537E1,-7.422025502E-2,5.506663769E-2,9.890447617E0,9.890879386E0
1.835810122E1,-8.140286058E-2,4.788403213E-2,9.892841339E0,9.893292125E0
1.836307814E1,-7.661445439E-2,5.506663769E-2,9.890447617E0,9.890897642E0
1.836808122E1,-7.182604820E-2,5.746084079E-2,9.885659218E0,9.886087138E0
1.837308492E1,-8.619125932E-2,4.548983276E-2,9.897629738E0,9.898109551E0
1.837808922E1,-8.140286058E-2,4.548983276E-2,9.890447617E0,9.890887210E0
1.838309807E1,-7.182604820E-2,5.746084079E-2,9.897629738E0,9.898057141E0
1.838809969E1,-8.619125932E-2,5.267243832E-2,9.888052940E0,9.888568869E0
1.839307200E1,-7.422025502E-2,5.027823523E-2,9.885659218E0,9.886065685E0
1.839807900E1,-8.619125932E-2,5.267243832E-2,9.885659218E0,9.886175271E0
1.840308492E1,-7.422025502E-2,5.027823523E-2,9.885659218E0,9.886065685E0
1.840808823E1,-7.661445439E-2,5.027823523E-2,9.888052940E0,9.888477569E0
1.841309285E1,-7.900865376E-2,5.985504389E-2,9.890447617E0,9.890944295E0
1.841809908E1,-7.661445439E-2,4.309562966E-2,9.897629738E0,9.898020077E0
1.842307439E1,-8.140286058E-2,4.070143029E-2,9.888052940E0,9.888471772E0
1.842807839E1,-7.661445439E-2,5.985504389E-2,9.897629738E0,9.898107235E0
1.843308154E1,-8.140286058E-2,4.309562966E-2,9.888052940E0,9.888481916E0
1.843808739E1,-8.140286058E-2,4.548983276E-2,9.892841339E0,9.893280826E0
1.844309416E1,-8.140286058E-2,5.027823523E-2,9.895236015E0,9.895698567E0
1.844809655E1,-9.337386489E-2,5.506663769E-2,9.890447617E0,9.891041657E0
1.845310185E1,-8.140286058E-2,5.746084079E-2,9.885659218E0,9.886161355E0
1.845807562E1,-8.619125932E-2,4.070143029E-2,9.883264542E0,9.883724174E0
1.846308332E1,-7.900865376E-2,4.548983276E-2,9.890447617E0,9.890867796E0
1.846808516E1,-8.858546615E-2,4.548983276E-2,9.892841339E0,9.893342533E0
1.847309040E1,-7.182604820E-2,4.309562966E-2,9.895236015E0,9.895590534E0
1.847809570E1,-7.900865376E-2,5.506663769E-2,9.888052940E0,9.888521914E0
1.848310340E1,-7.661445439E-2,4.788403213E-2,9.878476143E0,9.878889288E0
1.848807602E1,-7.422025502E-2,4.548983276E-2,9.883264542E0,9.883647908E0
1.849307878E1,-7.422025502E-2,4.548983276E-2,9.888052940E0,9.888436121E0
1.849808463E1,-7.900865376E-2,5.267243832E-2,9.888052940E0,9.888508872E0
1.850309348E1,-8.379705995E-2,5.267243832E-2,9.897629738E0,9.898124608E0
1.850809471E1,-8.379705995E-2,5.746084079E-2,9.900024414E0,9.900545798E0
1.851310002E1,-8.619125932E-2,5.746084079E-2,9.885659218E0,9.886201943E0
1.851807410E1,-7.661445439E-2,5.027823523E-2,9.897629738E0,9.898053955E0
1.852308002E1,-8.619125932E-2,5.267243832E-2,9.895236015E0,9.895751569E0
1.852808402E1,-8.858546615E-2,5.506663769E-2,9.890447617E0,9.890997613E0
1.853308741E1,-8.379705995E-2,4.309562966E-2,9.895236015E0,9.895684665E0
1.853809418E1,-8.379705995E-2,3.830722719E-2,9.876082420E0,9.876512206E0
1.854309995E1,-7.661445439E-2,5.027823523E-2,9.888052940E0,9.888477569E0
1.854807287E1,-7.900865376E-2,5.267243832E-2,9.890447617E0,9.890903437E0
1.855307757E1,-9.097966552E-2,4.309562966E-2,9.888052940E0,9.888565391E0
1.855808364E1,-8.858546615E-2,4.548983276E-2,9.885659218E0,9.886160776E0
1.856308957E1,-8.858546615E-2,4.548983276E-2,9.892841339E0,9.893342533E0
1.856809203E1,-7.422025502E-2,5.027823523E-2,9.892841339E0,9.893247511E0
1.857309657E1,-8.140286058E-2,5.027823523E-2,9.885659218E0,9.886122217E0
1.857810126E1,-8.140286058E-2,5.027823523E-2,9.883264542E0,9.883727653E0
1.858307942E1,-8.619125932E-2,5.985504389E-2,9.895236015E0,9.895792407E0
1.858808088E1,-9.337386489E-2,5.746084079E-2,9.888052940E0,9.888660747E0
1.859308619E1,-7.182604820E-2,5.027823523E-2,9.890447617E0,9.890836210E0
1.859809134E1,-8.858546615E-2,5.027823523E-2,9.888052940E0,9.888577564E0
1.860309819E1,-7.661445439E-2,4.788403213E-2,9.880870819E0,9.881283864E0
1.860810065E1,-7.661445439E-2,5.027823523E-2,9.892841339E0,9.893265762E0
1.861307573E1,-8.140286058E-2,5.746084079E-2,9.897629738E0,9.898131268E0
1.861808066E1,-7.900865376E-2,5.506663769E-2,9.890447617E0,9.890916477E0
1.862308643E1,-7.422025502E-2,6.224924326E-2,9.897629738E0,9.898103760E0
1.862808896E1,-8.619125932E-2,5.506663769E-2,9.883264542E0,9.883793769E0
1.863309504E1,-7.900865376E-2,4.788403213E-2,9.897629738E0,9.898060905E0
1.863809820E1,-8.619125932E-2,5.506663769E-2,9.895236015E0,9.895764602E0
1.864307512E1,-8.619125932E-2,5.267243832E-2,9.900024414E0,9.900539719E0
1.864807905E1,-6.703764945E-2,3.591302410E-2,9.890447617E0,9.890740005E0
1.865308274E1,-8.140286058E-2,4.309562966E-2,9.897629738E0,9.898058299E0
1.865808797E1,-8.379705995E-2,5.027823523E-2,9.883264542E0,9.883747662E0
1.866309574E1,-8.379705995E-2,4.788403213E-2,9.892841339E0,9.893312114E0
1.866809782E1,-8.379705995E-2,4.788403213E-2,9.892841339E0,9.893312114E0
1.867307236E1,-8.140286058E-2,5.027823523E-2,9.892841339E0,9.893304003E0
1.867807728E1,-7.661445439E-2,5.027823523E-2,9.895236015E0,9.895660335E0
1.868308436E1,-8.379705995E-2,5.027823523E-2,9.888052940E0,9.888535827E0
1.868808682E1,-8.619125932E-2,5.267243832E-2,9.890447617E0,9.890963420E0
1.869309144E1,-8.379705995E-2,4.788403213E-2,9.888052940E0,9.888523943E0
1.869809782E1,-8.379705995E-2,4.788403213E-2,9.883264542E0,9.883735773E0
1.870310467E1,-8.379705995E-2,5.506663769E-2,9.902418137E0,9.902925792E0
1.870807698E1,-9.097966552E-2,4.788403213E-2,9.890447617E0,9.890981965E0
1.871308090E1,-7.182604820E-2,4.548983276E-2,9.890447617E0,9.890813028E0
1.871808429E1,-8.858546615E-2,5.027823523E-2,9.897629738E0,9.898153854E0
1.872309329E1,-8.619125932E-2,4.788403213E-2,9.890447617E0,9.890939079E0
1.872809544E1,-8.140286058E-2,4.788403213E-2,9.883264542E0,9.883715764E0
1.873309968E1,-8.140286058E-2,5.506663769E-2,9.890447617E0,9.890935892E0
1.873807445E1,-8.379705995E-2,5.267243832E-2,9.900024414E0,9.900519165E0
1.874308099E1,-7.900865376E-2,5.027823523E-2,9.890447617E0,9.890890977E0
1.874808437E1,-9.097966552E-2,5.267243832E-2,9.890447617E0,9.891006306E0
1.875309014E1,-8.140286058E-2,4.788403213E-2,9.888052940E0,9.888503944E0
1.875809507E1,-8.140286058E-2,4.548983276E-2,9.885659218E0,9.886099024E0
1.876310130E1,-8.140286058E-2,4.548983276E-2,9.895236015E0,9.895675396E0
1.876807361E1,-8.619125932E-2,5.027823523E-2,9.900024414E0,9.900527270E0
1.877307876E1,-8.140286058E-2,4.309562966E-2,9.888052940E0,9.888481916E0
1.877808430E1,-8.140286058E-2,5.027823523E-2,9.895236015E0,9.895698567E0
1.878309169E1,-8.140286058E-2,5.027823523E-2,9.890447617E0,9.890910392E0
1.878809200E1,-7.900865376E-2,5.746084079E-2,9.888052940E0,9.888535537E0
1.879309754E1,-6.943184882E-2,4.788403213E-2,9.883264542E0,9.883624419E0
1.879807200E1,-7.422025502E-2,5.027823523E-2,9.892841339E0,9.893247511E0
1.880307884E1,-8.140286058E-2,5.027823523E-2,9.892841339E0,9.893304003E0
1.880808308E1,-9.097966552E-2,5.027823523E-2,9.883264542E0,9.883811168E0
1.881308685E1,-8.140286058E-2,4.548983276E-2,9.895236015E0,9.895675396E0
1.881809139E1,-8.379705995E-2,4.548983276E-2,9.890447617E0,9.890907205E0
1.882309854E1,-8.140286058E-2,5.027823523E-2,9.888052940E0,9.888515828E0
1.882807200E1,-7.182604820E-2,5.746084079E-2,9.892841339E0,9.893268949E0
1.883307577E1,-9.337386489E-2,4.309562966E-2,9.885659218E0,9.886194115E0
1.883808154E1,-7.900865376E-2,5.506663769E-2,9.888052940E0,9.888521914E0
1.884308893E1,-7.182604820E-2,4.548983276E-2,9.895236015E0,9.895601250E0
1.884809078E1,-8.858546615E-2,5.027823523E-2,9.890447617E0,9.890972113E0
1.885309539E1,-7.900865376E-2,5.267243832E-2,9.888052940E0,9.888508872E0
1.885810009E1,-7.900865376E-2,5.027823523E-2,9.885659218E0,9.886102793E0
1.886307601E1,-7.661445439E-2,5.506663769E-2,9.883264542E0,9.883714894E0
1.886808032E1,-7.422025502E-2,5.746084079E-2,9.880870819E0,9.881316640E0
1.887308401E1,-9.097966552E-2,5.506663769E-2,9.888052940E0,9.888624808E0
1.887808894E1,-8.379705995E-2,5.985504389E-2,9.892841339E0,9.893377297E0
1.888309640E1,-8.858546615E-2,5.267243832E-2,9.888052940E0,9.888590027E0
1.888809940E1,-7.661445439E-2,4.548983276E-2,9.900024414E0,9.900425370E0
1.889307302E1,-9.097966552E-2,5.267243832E-2,9.895236015E0,9.895794434E0
1.889807825E1,-8.858546615E-2,4.788403213E-2,9.885659218E0,9.886172082E0
1.890308533E1,-8.379705995E-2,5.746084079E-2,9.885659218E0,9.886181359E0
1.890808902E1,-7.182604820E-2,5.027823523E-2,9.895236015E0,9.895624421E0
1.891309394E1,-8.858546615E-2,5.267243832E-2,9.890447617E0,9.890984573E0
1.891809764E1,-7.900865376E-2,5.506663769E-2,9.890447617E0,9.890916477E0
1.892310464E1,-8.619125932E-2,5.506663769E-2,9.890447617E0,9.890976460E0
1.892807856E1,-7.661445439E-2,4.548983276E-2,9.897629738E0,9.898030790E0
1.893308187E1,-8.858546615E-2,4.788403213E-2,9.888052940E0,9.888565680E0
1.893808810E1,-8.379705995E-2,5.027823523E-2,9.890447617E0,9.890930386E0
1.894309479E1,-8.140286058E-2,5.267243832E-2,9.892841339E0,9.893316460E0
1.894809764E1,-8.858546615E-2,5.506663769E-2,9.892841339E0,9.893391202E0
1.895310134E1,-9.337386489E-2,5.267243832E-2,9.897629738E0,9.898210318E0
1.895807634E1,-1.005564705E-1,5.027823523E-2,9.897629738E0,9.898268229E0
1.896308157E1,-7.422025502E-2,5.027823523E-2,9.895236015E0,9.895642089E0
1.896808588E1,-8.140286058E-2,4.309562966E-2,9.888052940E0,9.888481916E0
1.897309118E1,-5.985504389E-2,5.746084079E-2,9.890447617E0,9.890795642E0
1.897809634E1,-8.140286058E-2,5.027823523E-2,9.897629738E0,9.898092178E0
1.898310380E1,-7.661445439E-2,5.267243832E-2,9.885659218E0,9.886096415E0
1.898807457E1,-8.619125932E-2,4.788403213E-2,9.895236015E0,9.895727240E0
1.899308004E1,-7.900865376E-2,5.267243832E-2,9.888052940E0,9.888508872E0
1.899808465E1,-7.182604820E-2,5.985504389E-2,9.888052940E0,9.888494959E0
1.900309204E1,-8.140286058E-2,5.985504389E-2,9.895236015E0,9.895751859E0
1.900809427E1,-8.379705995E-2,4.548983276E-2,9.890447617E0,9.890907205E0
1.901309912E1,-8.379705995E-2,5.267243832E-2,9.890447617E0,9.890942846E0
1.901807427E1,-8.140286058E-2,5.027823523E-2,9.890447617E0,9.890910392E0
1.902308035E1,-8.140286058E-2,4.788403213E-2,9.885659218E0,9.886110331E0
1.902808258E1,-7.661445439E-2,5.027823523E-2,9.892841339E0,9.893265762E0
1.903308781E1,-7.661445439E-2,4.309562966E-2,9.888052940E0,9.888443657E0
1.903809243E1,-7.661445439E-2,5.267243832E-2,9.888052940E0,9.888490032E0
1.904309974E1,-8.379705995E-2,4.070143029E-2,9.883264542E0,9.883703585E0
1.904807235E1,-8.140286058E-2,5.746084079E-2,9.885659218E0,9.886161355E0
1.905307797E1,-7.661445439E-2,4.788403213E-2,9.888052940E0,9.888465685E0
1.905808220E1,-8.140286058E-2,5.985504389E-2,9.895236015E0,9.895751859E0
1.906309028E1,-8.379705995E-2,4.548983276E-2,9.888052940E0,9.888512640E0
1.906809205E1,-7.422025502E-2,5.267243832E-2,9.885659218E0,9.886078151E0
1.907309605E1,-8.140286058E-2,5.267243832E-2,9.892841339E0,9.893316460E0
1.907810105E1,-8.379705995E-2,5.027823523E-2,9.890447617E0,9.890930386E0
1.908307851E1,-7.900865376E-2,5.506663769E-2,9.888052940E0,9.888521914E0
1.908808044E1,-7.900865376E-2,5.267243832E-2,9.892841339E0,9.893297050E0
1.909308590E1,-7.182604820E-2,5.267243832E-2,9.890447617E0,9.890848671E0
1.909809144E1,-8.140286058E-2,4.788403213E-2,9.895236015E0,9.895686692E0
1.910309767E1,-7.900865376E-2,5.746084079E-2,9.876082420E0,9.876565602E0
1.910810075E1,-8.379705995E-2,4.548983276E-2,9.890447617E0,9.890907205E0
1.911307483E1,-6.943184882E-2,4.309562966E-2,9.900024414E0,9.900361681E0
1.911807852E1,-7.900865376E-2,4.309562966E-2,9.885659218E0,9.886068874E0
1.912308775E1,-7.661445439E-2,5.746084079E-2,9.880870819E0,9.881334913E0
1.912808937E1,-8.379705995E-2,5.267243832E-2,9.895236015E0,9.895731005E0
1.913309329E1,-8.379705995E-2,4.548983276E-2,9.888052940E0,9.888512640E0
1.913809883E1,-8.140286058E-2,4.548983276E-2,9.888052940E0,9.888492641E0
1.914307637E1,-8.619125932E-2,5.027823523E-2,9.890447617E0,9.890950960E0
1.914807860E1,-8.619125932E-2,5.027823523E-2,9.892841339E0,9.893344561E0
1.915308322E1,-8.140286058E-2,4.309562966E-2,9.900024414E0,9.900452871E0
1.915808745E1,-8.379705995E-2,5.506663769E-2,9.895236015E0,9.895744039E0
1.916309491E1,-7.661445439E-2,5.506663769E-2,9.890447617E0,9.890897642E0
1.916809915E1,-8.140286058E-2,4.070143029E-2,9.895236015E0,9.895654543E0
1.917310253E1,-9.097966552E-2,5.506663769E-2,9.885659218E0,9.886231224E0
1.917807792E1,-8.140286058E-2,4.788403213E-2,9.900024414E0,9.900474873E0
1.918308346E1,-7.182604820E-2,5.267243832E-2,9.888052940E0,9.888454091E0
1.918808684E1,-8.379705995E-2,4.788403213E-2,9.895236015E0,9.895706676E0
