"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.268102864E0,-7.900865376E-2,5.506663769E-2,9.888052940E0,9.888521914E0
5.273107482E0,-8.379705995E-2,5.027823523E-2,9.883264542E0,9.883747662E0
5.278110870E0,-7.900865376E-2,6.224924326E-2,9.880870819E0,9.881382772E0
5.283118874E0,-7.900865376E-2,4.309562966E-2,9.888052940E0,9.888462497E0
5.288121108E0,-8.619125932E-2,4.070143029E-2,9.897629738E0,9.898088703E0
5.293125341E0,-8.379705995E-2,3.591302410E-2,9.888052940E0,9.888473221E0
5.298100730E0,-8.858546615E-2,5.746084079E-2,9.880870819E0,9.881434981E0
5.303108195E0,-7.182604820E-2,5.027823523E-2,9.885659218E0,9.886048000E0
5.308110352E0,-8.140286058E-2,4.070143029E-2,9.880870819E0,9.881289955E0
5.313115585E0,-7.661445439E-2,5.985504389E-2,9.878476143E0,9.878954565E0
5.318121435E0,-7.900865376E-2,5.267243832E-2,9.888052940E0,9.888508872E0
5.323126977E0,-8.619125932E-2,4.309562966E-2,9.885659218E0,9.886128885E0
5.328099826E0,-8.858546615E-2,5.746084079E-2,9.880870819E0,9.881434981E0
5.333104522E0,-7.422025502E-2,5.985504389E-2,9.880870819E0,9.881330852E0
5.338110295E0,-8.858546615E-2,5.027823523E-2,9.888052940E0,9.888577564E0
5.343117452E0,-8.379705995E-2,5.027823523E-2,9.888052940E0,9.888535827E0
5.348120455E0,-9.097966552E-2,5.027823523E-2,9.888052940E0,9.888599302E0
5.353125766E0,-6.943184882E-2,5.027823523E-2,9.888052940E0,9.888424527E0
5.358128538E0,-7.900865376E-2,5.267243832E-2,9.878476143E0,9.878932516E0
5.363104541E0,-8.140286058E-2,5.027823523E-2,9.890447617E0,9.890910392E0
5.368108469E0,-7.661445439E-2,4.548983276E-2,9.878476143E0,9.878877973E0
5.373112472E0,-8.140286058E-2,4.788403213E-2,9.883264542E0,9.883715764E0
5.378117398E0,-7.422025502E-2,4.548983276E-2,9.878476143E0,9.878859695E0
5.383124248E0,-8.140286058E-2,3.351882473E-2,9.885659218E0,9.886051189E0
5.388128789E0,-8.379705995E-2,3.830722719E-2,9.876082420E0,9.876512206E0
5.393102638E0,-7.900865376E-2,7.422025502E-2,9.878476143E0,9.879070904E0
5.398106718E0,-7.182604820E-2,4.788403213E-2,9.883264542E0,9.883641528E0
5.403113184E0,-7.900865376E-2,5.506663769E-2,9.892841339E0,9.893310086E0
5.408116802E0,-9.337386489E-2,4.548983276E-2,9.885659218E0,9.886204842E0
5.413121805E0,-8.858546615E-2,4.788403213E-2,9.888052940E0,9.888565680E0
5.418126348E0,-8.619125932E-2,4.548983276E-2,9.890447617E0,9.890927778E0
5.423103351E0,-7.182604820E-2,5.027823523E-2,9.878476143E0,9.878865207E0
5.428107277E0,-7.900865376E-2,5.267243832E-2,9.876082420E0,9.876538904E0
5.433111588E0,-8.619125932E-2,5.027823523E-2,9.883264542E0,9.883768251E0
5.438115053E0,-8.619125932E-2,5.267243832E-2,9.883264542E0,9.883780720E0
5.443122364E0,-8.140286058E-2,4.548983276E-2,9.885659218E0,9.886099024E0
5.448125752E0,-8.140286058E-2,5.267243832E-2,9.873687744E0,9.874163786E0
5.453129525E0,-8.379705995E-2,5.506663769E-2,9.878476143E0,9.878985028E0
5.458105528E0,-8.379705995E-2,5.267243832E-2,9.883264542E0,9.883760131E0
5.463112915E0,-8.379705995E-2,5.746084079E-2,9.888052940E0,9.888574955E0
5.468115072E0,-8.858546615E-2,5.506663769E-2,9.880870819E0,9.881421348E0
5.473118999E0,-7.900865376E-2,5.027823523E-2,9.885659218E0,9.886102793E0
5.478124541E0,-7.661445439E-2,5.746084079E-2,9.876082420E0,9.876546739E0
5.483129852E0,-8.379705995E-2,4.788403213E-2,9.880870819E0,9.881342164E0
5.488103086E0,-8.619125932E-2,5.506663769E-2,9.885659218E0,9.886188317E0
5.493108320E0,-8.379705995E-2,4.788403213E-2,9.878476143E0,9.878947603E0
5.498112862E0,-9.097966552E-2,5.746084079E-2,9.878476143E0,9.879062200E0
5.503119327E0,-8.379705995E-2,5.267243832E-2,9.873687744E0,9.874183814E0
5.508122792E0,-7.422025502E-2,5.746084079E-2,9.880870819E0,9.881316640E0
5.513127333E0,-8.858546615E-2,4.309562966E-2,9.885659218E0,9.886150049E0
5.518101567E0,-8.858546615E-2,4.548983276E-2,9.883264542E0,9.883766221E0
5.523109571E0,-7.661445439E-2,4.070143029E-2,9.883264542E0,9.883645298E0
5.528112035E0,-8.140286058E-2,4.788403213E-2,9.888052940E0,9.888503944E0
5.533117192E0,-8.858546615E-2,5.027823523E-2,9.878476143E0,9.879001275E0
5.538122812E0,-8.858546615E-2,4.548983276E-2,9.888052940E0,9.888554377E0
5.543129815E0,-7.900865376E-2,4.788403213E-2,9.883264542E0,9.883696335E0
5.548101895E0,-7.661445439E-2,5.267243832E-2,9.883264542E0,9.883701845E0
5.553105282E0,-7.900865376E-2,5.985504389E-2,9.880870819E0,9.881367979E0
5.558109517E0,-8.858546615E-2,4.548983276E-2,9.888052940E0,9.888554377E0
5.563117828E0,-8.619125932E-2,5.267243832E-2,9.885659218E0,9.886175271E0
5.568120369E0,-7.661445439E-2,5.027823523E-2,9.876082420E0,9.876507563E0
5.573125527E0,-8.379705995E-2,5.506663769E-2,9.880870819E0,9.881379581E0
5.578130146E0,-7.900865376E-2,4.788403213E-2,9.880870819E0,9.881302717E0
5.583106149E0,-8.379705995E-2,5.985504389E-2,9.883264542E0,9.883801018E0
5.588109844E0,-8.379705995E-2,5.746084079E-2,9.888052940E0,9.888574955E0
5.593114771E0,-8.858546615E-2,5.267243832E-2,9.876082420E0,9.876620158E0
5.598119697E0,-7.422025502E-2,5.267243832E-2,9.876082420E0,9.876501760E0
5.603126469E0,-8.619125932E-2,5.506663769E-2,9.878476143E0,9.879005627E0
5.608128935E0,-8.140286058E-2,5.746084079E-2,9.892841339E0,9.893343112E0
5.613102553E0,-7.422025502E-2,5.027823523E-2,9.883264542E0,9.883671107E0
5.618108941E0,-9.097966552E-2,5.267243832E-2,9.880870819E0,9.881430050E0
5.623116099E0,-8.379705995E-2,4.548983276E-2,9.890447617E0,9.890907205E0
5.628118871E0,-8.379705995E-2,5.027823523E-2,9.885659218E0,9.886142221E0
5.633122797E0,-7.422025502E-2,5.267243832E-2,9.880870819E0,9.881289955E0
5.638128108E0,-8.140286058E-2,5.267243832E-2,9.885659218E0,9.886134684E0
5.643102804E0,-8.619125932E-2,5.267243832E-2,9.878476143E0,9.878992571E0
5.648106192E0,-7.900865376E-2,4.788403213E-2,9.883264542E0,9.883696335E0
5.653111502E0,-8.858546615E-2,4.070143029E-2,9.883264542E0,9.883745342E0
5.658117045E0,-7.900865376E-2,5.506663769E-2,9.885659218E0,9.886128306E0
5.663123509E0,-9.097966552E-2,5.027823523E-2,9.885659218E0,9.886205712E0
5.668126897E0,-8.140286058E-2,5.506663769E-2,9.885659218E0,9.886147730E0
5.673100131E0,-8.140286058E-2,4.788403213E-2,9.885659218E0,9.886110331E0
5.678105366E0,-8.140286058E-2,3.591302410E-2,9.880870819E0,9.881271392E0
5.683111446E0,-7.661445439E-2,4.788403213E-2,9.892841339E0,9.893253884E0
5.688115756E0,-8.858546615E-2,5.027823523E-2,9.878476143E0,9.879001275E0
5.693121068E0,-6.943184882E-2,4.788403213E-2,9.885659218E0,9.886019008E0
5.698125609E0,-8.379705995E-2,5.027823523E-2,9.878476143E0,9.878959498E0
5.703133689E0,-8.379705995E-2,6.464344263E-2,9.880870819E0,9.881437591E0
5.708105385E0,-7.900865376E-2,5.746084079E-2,9.890447617E0,9.890930096E0
5.713108696E0,-7.661445439E-2,5.985504389E-2,9.890447617E0,9.890925460E0
5.718114007E0,-8.858546615E-2,5.506663769E-2,9.890447617E0,9.890997613E0
5.723121625E0,-8.140286058E-2,5.267243832E-2,9.880870819E0,9.881346515E0
5.728124168E0,-7.900865376E-2,4.548983276E-2,9.885659218E0,9.886079600E0
5.733128171E0,-8.140286058E-2,5.267243832E-2,9.880870819E0,9.881346515E0
5.738103251E0,-7.661445439E-2,6.224924326E-2,9.888052940E0,9.888545681E0
5.743111563E0,-7.182604820E-2,5.027823523E-2,9.892841339E0,9.893229839E0
5.748113335E0,-8.379705995E-2,5.267243832E-2,9.880870819E0,9.881366529E0
5.753118569E0,-8.140286058E-2,5.267243832E-2,9.880870819E0,9.881346515E0
5.758123264E0,-6.943184882E-2,5.506663769E-2,9.885659218E0,9.886056407E0
5.763130345E0,-7.900865376E-2,5.985504389E-2,9.888052940E0,9.888549739E0
5.768102886E0,-7.661445439E-2,5.267243832E-2,9.883264542E0,9.883701845E0
5.773108120E0,-7.661445439E-2,5.027823523E-2,9.890447617E0,9.890872142E0
5.778112124E0,-8.140286058E-2,5.027823523E-2,9.873687744E0,9.874151305E0
5.783119512E0,-8.379705995E-2,4.548983276E-2,9.890447617E0,9.890907205E0
5.788123207E0,-7.422025502E-2,5.746084079E-2,9.885659218E0,9.886104823E0
5.793126902E0,-7.900865376E-2,5.267243832E-2,9.895236015E0,9.895691616E0
5.798099906E0,-8.140286058E-2,4.548983276E-2,9.883264542E0,9.883704455E0
5.803108448E0,-8.379705995E-2,5.267243832E-2,9.888052940E0,9.888548290E0
5.808110989E0,-8.619125932E-2,3.591302410E-2,9.880870819E0,9.881311999E0
5.813115916E0,-8.858546615E-2,4.548983276E-2,9.888052940E0,9.888554377E0
5.818119919E0,-8.379705995E-2,4.788403213E-2,9.888052940E0,9.888523943E0
5.823127538E0,-8.140286058E-2,5.985504389E-2,9.883264542E0,9.883781010E0
5.828130079E0,-7.422025502E-2,5.267243832E-2,9.883264542E0,9.883683576E0
5.833105391E0,-7.422025502E-2,4.788403213E-2,9.885659218E0,9.886053798E0
5.838109163E0,-8.379705995E-2,5.027823523E-2,9.878476143E0,9.878959498E0
5.843116474E0,-8.858546615E-2,5.267243832E-2,9.888052940E0,9.888590027E0
5.848118709E0,-7.900865376E-2,5.985504389E-2,9.885659218E0,9.886156137E0
5.853123943E0,-7.661445439E-2,4.548983276E-2,9.878476143E0,9.878877973E0
5.858129484E0,-8.379705995E-2,4.548983276E-2,9.876082420E0,9.876542677E0
5.863107026E0,-8.619125932E-2,5.027823523E-2,9.888052940E0,9.888556406E0
5.868108876E0,-7.422025502E-2,5.506663769E-2,9.885659218E0,9.886091197E0
5.873112879E0,-7.900865376E-2,5.746084079E-2,9.880870819E0,9.881353767E0
5.878120189E0,-7.900865376E-2,5.746084079E-2,9.878476143E0,9.878959207E0
5.883125501E0,-8.379705995E-2,4.309562966E-2,9.880870819E0,9.881320121E0
5.888128273E0,-8.140286058E-2,5.027823523E-2,9.883264542E0,9.883727653E0
5.893102123E0,-7.422025502E-2,5.027823523E-2,9.895236015E0,9.895642089E0
5.898106973E0,-8.140286058E-2,4.548983276E-2,9.888052940E0,9.888492641E0
5.903113822E0,-7.661445439E-2,5.027823523E-2,9.883264542E0,9.883689376E0
5.908117440E0,-7.900865376E-2,4.548983276E-2,9.883264542E0,9.883685026E0
5.913121751E0,-8.140286058E-2,5.746084079E-2,9.888052940E0,9.888554956E0
5.918126755E0,-8.619125932E-2,5.027823523E-2,9.873687744E0,9.874191942E0
5.923133835E0,-8.858546615E-2,5.267243832E-2,9.883264542E0,9.883801888E0
5.928105223E0,-8.140286058E-2,5.985504389E-2,9.888052940E0,9.888569159E0
5.933110765E0,-7.900865376E-2,4.070143029E-2,9.876082420E0,9.876482316E0
5.938115922E0,-7.900865376E-2,5.267243832E-2,9.885659218E0,9.886115260E0
5.943124002E0,-7.661445439E-2,5.027823523E-2,9.897629738E0,9.898053955E0
5.948125159E0,-7.661445439E-2,5.027823523E-2,9.883264542E0,9.883689376E0
5.953131624E0,-7.422025502E-2,5.985504389E-2,9.883264542E0,9.883724464E0
5.958104935E0,-7.900865376E-2,5.746084079E-2,9.885659218E0,9.886141931E0
5.963113553E0,-7.422025502E-2,5.506663769E-2,9.883264542E0,9.883696625E0
5.968116250E0,-7.661445439E-2,5.027823523E-2,9.883264542E0,9.883689376E0
5.973118791E0,-8.140286058E-2,5.985504389E-2,9.885659218E0,9.886175561E0
5.978123640E0,-8.858546615E-2,6.224924326E-2,9.890447617E0,9.891040209E0
5.983132567E0,-7.661445439E-2,5.027823523E-2,9.878476143E0,9.878901183E0
5.988103109E0,-8.619125932E-2,5.027823523E-2,9.873687744E0,9.874191942E0
5.993108958E0,-7.661445439E-2,6.224924326E-2,9.890447617E0,9.890940238E0
5.998114115E0,-7.900865376E-2,5.267243832E-2,9.885659218E0,9.886115260E0
6.003120580E0,-8.140286058E-2,5.027823523E-2,9.888052940E0,9.888515828E0
6.008123122E0,-9.097966552E-2,4.548983276E-2,9.878476143E0,9.878999824E0
6.013128356E0,-8.619125932E-2,5.746084079E-2,9.885659218E0,9.886201943E0
6.018103360E0,-7.661445439E-2,5.027823523E-2,9.890447617E0,9.890872142E0
6.023110132E0,-7.661445439E-2,5.746084079E-2,9.880870819E0,9.881334913E0
6.028112981E0,-7.422025502E-2,5.506663769E-2,9.890447617E0,9.890879386E0
6.033117292E0,-6.464344263E-2,5.267243832E-2,9.888052940E0,9.888404528E0
6.038122219E0,-8.379705995E-2,5.506663769E-2,9.880870819E0,9.881379581E0
6.043129530E0,-8.619125932E-2,5.506663769E-2,9.883264542E0,9.883793769E0
6.048102225E0,-8.379705995E-2,4.548983276E-2,9.878476143E0,9.878936288E0
6.053105614E0,-8.858546615E-2,5.506663769E-2,9.890447617E0,9.890997613E0
6.058111386E0,-8.140286058E-2,5.506663769E-2,9.883264542E0,9.883753172E0
6.063118466E0,-7.900865376E-2,5.267243832E-2,9.885659218E0,9.886115260E0
6.068120623E0,-7.661445439E-2,6.224924326E-2,9.885659218E0,9.886152078E0
6.073125627E0,-7.900865376E-2,5.985504389E-2,9.890447617E0,9.890944295E0
6.078130860E0,-8.858546615E-2,5.027823523E-2,9.888052940E0,9.888577564E0
6.083106556E0,-8.379705995E-2,5.746084079E-2,9.895236015E0,9.895757651E0
6.088110560E0,-7.661445439E-2,5.267243832E-2,9.880870819E0,9.881308228E0
6.093114178E0,-8.858546615E-2,5.506663769E-2,9.888052940E0,9.888603070E0
6.098119412E0,-8.619125932E-2,5.746084079E-2,9.878476143E0,9.879019262E0
6.103127799E0,-9.337386489E-2,4.788403213E-2,9.883264542E0,9.883821607E0
6.108130573E0,-7.661445439E-2,4.309562966E-2,9.878476143E0,9.878867238E0
6.113103730E0,-7.661445439E-2,4.309562966E-2,9.883264542E0,9.883655448E0
6.118108348E0,-9.576806426E-2,5.746084079E-2,9.888052940E0,9.888683645E0
6.123114890E0,-7.900865376E-2,5.506663769E-2,9.883264542E0,9.883733743E0
6.128118509E0,-7.661445439E-2,4.788403213E-2,9.890447617E0,9.890860261E0
6.133122896E0,-8.858546615E-2,4.548983276E-2,9.883264542E0,9.883766221E0
6.138128439E0,-8.379705995E-2,4.070143029E-2,9.890447617E0,9.890886341E0
6.143104057E0,-7.661445439E-2,5.267243832E-2,9.888052940E0,9.888490032E0
6.148107137E0,-7.661445439E-2,4.788403213E-2,9.878476143E0,9.878889288E0
6.153112756E0,-6.943184882E-2,6.464344263E-2,9.883264542E0,9.883719824E0
6.158117606E0,-7.900865376E-2,5.267243832E-2,9.880870819E0,9.881327082E0
6.163125070E0,-8.379705995E-2,5.027823523E-2,9.890447617E0,9.890930386E0
6.168126612E0,-8.379705995E-2,4.309562966E-2,9.878476143E0,9.878925553E0
6.173101693E0,-7.661445439E-2,5.267243832E-2,9.883264542E0,9.883701845E0
6.178105619E0,-7.661445439E-2,5.746084079E-2,9.883264542E0,9.883728523E0
6.183114007E0,-7.900865376E-2,5.027823523E-2,9.873687744E0,9.874131857E0
6.188115548E0,-8.619125932E-2,5.506663769E-2,9.878476143E0,9.879005627E0
6.193121014E0,-8.379705995E-2,4.548983276E-2,9.895236015E0,9.895695381E0
6.198125093E0,-7.661445439E-2,5.027823523E-2,9.883264542E0,9.883689376E0
6.203133096E0,-8.140286058E-2,5.267243832E-2,9.878476143E0,9.878951954E0
6.208106331E0,-8.140286058E-2,5.027823523E-2,9.890447617E0,9.890910392E0
6.213110027E0,-9.337386489E-2,5.267243832E-2,9.876082420E0,9.876664267E0
6.218114645E0,-7.900865376E-2,5.506663769E-2,9.883264542E0,9.883733743E0
6.223122340E0,-8.140286058E-2,4.070143029E-2,9.888052940E0,9.888471772E0
6.228125652E0,-8.140286058E-2,5.267243832E-2,9.885659218E0,9.886134684E0
6.233128809E0,-8.379705995E-2,4.548983276E-2,9.888052940E0,9.888512640E0
6.238104735E0,-7.422025502E-2,5.267243832E-2,9.878476143E0,9.878895380E0
6.243111893E0,-8.619125932E-2,6.224924326E-2,9.880870819E0,9.881442812E0
6.248113050E0,-7.422025502E-2,5.746084079E-2,9.890447617E0,9.890893006E0
6.253118053E0,-8.619125932E-2,5.506663769E-2,9.888052940E0,9.888581911E0
6.258122057E0,-8.140286058E-2,5.027823523E-2,9.892841339E0,9.893304003E0
6.263129137E0,-8.619125932E-2,5.506663769E-2,9.878476143E0,9.879005627E0
6.268103832E0,-9.097966552E-2,4.548983276E-2,9.885659218E0,9.886182519E0
6.273108527E0,-7.422025502E-2,5.267243832E-2,9.890447617E0,9.890866347E0
6.278112454E0,-7.661445439E-2,5.506663769E-2,9.883264542E0,9.883714894E0
6.283118688E0,-7.422025502E-2,5.267243832E-2,9.888052940E0,9.888471772E0
6.288122076E0,-8.858546615E-2,5.746084079E-2,9.892841339E0,9.893404818E0
6.293126695E0,-9.337386489E-2,4.548983276E-2,9.880870819E0,9.881416707E0
6.298101083E0,-7.422025502E-2,4.548983276E-2,9.890447617E0,9.890830705E0
6.303108240E0,-8.140286058E-2,5.506663769E-2,9.880870819E0,9.881359568E0
6.308111012E0,-8.858546615E-2,4.788403213E-2,9.888052940E0,9.888565680E0
6.313115554E0,-8.140286058E-2,5.027823523E-2,9.883264542E0,9.883727653E0
6.318120480E0,-7.900865376E-2,5.027823523E-2,9.878476143E0,9.878920041E0
6.323128560E0,-8.379705995E-2,5.267243832E-2,9.885659218E0,9.886154687E0
6.328100180E0,-7.422025502E-2,4.309562966E-2,9.883264542E0,9.883637179E0
6.333104875E0,-7.900865376E-2,5.027823523E-2,9.885659218E0,9.886102793E0
6.338110724E0,-8.379705995E-2,4.309562966E-2,9.888052940E0,9.888501915E0
6.343116881E0,-7.422025502E-2,5.027823523E-2,9.892841339E0,9.893247511E0
6.348119654E0,-8.140286058E-2,3.591302410E-2,9.892841339E0,9.893241427E0
6.353124888E0,-8.619125932E-2,5.267243832E-2,9.888052940E0,9.888568869E0
6.358129430E0,-8.619125932E-2,4.548983276E-2,9.885659218E0,9.886139612E0
6.363106357E0,-9.337386489E-2,4.548983276E-2,9.880870819E0,9.881416707E0
6.368109206E0,-8.619125932E-2,5.267243832E-2,9.883264542E0,9.883780720E0
6.373113747E0,-7.182604820E-2,5.027823523E-2,9.890447617E0,9.890836210E0
6.378118444E0,-7.900865376E-2,5.027823523E-2,9.888052940E0,9.888496408E0
6.383124524E0,-8.379705995E-2,5.506663769E-2,9.876082420E0,9.876591429E0
6.388127680E0,-8.619125932E-2,6.224924326E-2,9.883264542E0,9.883836396E0
6.393101837E0,-8.379705995E-2,4.309562966E-2,9.883264542E0,9.883713734E0
6.398108226E0,-8.140286058E-2,5.267243832E-2,9.883264542E0,9.883740123E0
6.403114460E0,-8.379705995E-2,4.788403213E-2,9.883264542E0,9.883735773E0
6.408117232E0,-8.379705995E-2,5.267243832E-2,9.880870819E0,9.881366529E0
6.413123005E0,-9.097966552E-2,5.027823523E-2,9.883264542E0,9.883811168E0
6.418127316E0,-8.379705995E-2,4.548983276E-2,9.895236015E0,9.895695381E0
6.423135088E0,-7.900865376E-2,6.224924326E-2,9.878476143E0,9.878988220E0
6.428107399E0,-8.140286058E-2,6.224924326E-2,9.873687744E0,9.874219517E0
6.433110787E0,-7.661445439E-2,5.746084079E-2,9.890447617E0,9.890911261E0
6.438116021E0,-8.619125932E-2,4.788403213E-2,9.880870819E0,9.881362758E0
6.443125486E0,-8.379705995E-2,4.309562966E-2,9.895236015E0,9.895684665E0
6.448127721E0,-7.900865376E-2,5.027823523E-2,9.885659218E0,9.886102793E0
6.453131031E0,-8.619125932E-2,5.267243832E-2,9.878476143E0,9.878992571E0
6.458104957E0,-7.422025502E-2,5.985504389E-2,9.888052940E0,9.888512640E0
6.463110730E0,-7.661445439E-2,5.746084079E-2,9.885659218E0,9.886123087E0
6.468114734E0,-8.379705995E-2,4.309562966E-2,9.890447617E0,9.890896483E0
6.473119737E0,-8.858546615E-2,5.746084079E-2,9.876082420E0,9.876646855E0
6.478124047E0,-7.661445439E-2,5.027823523E-2,9.880870819E0,9.881295756E0
6.483132898E0,-8.379705995E-2,5.506663769E-2,9.892841339E0,9.893349486E0
6.488104054E0,-8.379705995E-2,5.027823523E-2,9.888052940E0,9.888535827E0
6.493108596E0,-8.619125932E-2,4.548983276E-2,9.876082420E0,9.876563280E0
6.498114138E0,-8.379705995E-2,4.788403213E-2,9.883264542E0,9.883735773E0
6.503120911E0,-6.703764945E-2,5.027823523E-2,9.892841339E0,9.893196233E0
6.508123452E0,-8.619125932E-2,4.548983276E-2,9.885659218E0,9.886139612E0
6.513128917E0,-8.619125932E-2,5.027823523E-2,9.876082420E0,9.876586496E0
6.518102151E0,-7.182604820E-2,5.267243832E-2,9.892841339E0,9.893242296E0
6.523109924E0,-7.900865376E-2,4.309562966E-2,9.873687744E0,9.874097896E0
6.528114234E0,-8.619125932E-2,4.309562966E-2,9.883264542E0,9.883734323E0
6.533117008E0,-7.661445439E-2,5.746084079E-2,9.888052940E0,9.888516697E0
6.538122549E0,-8.140286058E-2,4.788403213E-2,9.892841339E0,9.893292125E0
6.543130475E0,-8.379705995E-2,5.985504389E-2,9.892841339E0,9.893377297E0
6.548102170E0,-7.900865376E-2,5.267243832E-2,9.890447617E0,9.890903437E0
6.553106251E0,-8.379705995E-2,4.788403213E-2,9.883264542E0,9.883735773E0
6.558112101E0,-7.900865376E-2,5.267243832E-2,9.890447617E0,9.890903437E0
6.563118257E0,-7.422025502E-2,4.788403213E-2,9.890447617E0,9.890842006E0
6.568122877E0,-7.422025502E-2,5.267243832E-2,9.885659218E0,9.886078151E0
6.573126264E0,-7.422025502E-2,5.746084079E-2,9.883264542E0,9.883710254E0
6.578130883E0,-8.379705995E-2,5.027823523E-2,9.880870819E0,9.881354057E0
6.583107424E0,-8.858546615E-2,4.788403213E-2,9.885659218E0,9.886172082E0
6.588110813E0,-8.858546615E-2,5.267243832E-2,9.885659218E0,9.886196435E0
6.593114585E0,-6.943184882E-2,5.746084079E-2,9.888052940E0,9.888463656E0
6.598119742E0,-8.619125932E-2,4.788403213E-2,9.878476143E0,9.878968201E0
6.603125361E0,-8.379705995E-2,5.027823523E-2,9.892841339E0,9.893323992E0
6.608129672E0,-7.182604820E-2,4.548983276E-2,9.883264542E0,9.883630219E0
6.613103444E0,-7.900865376E-2,4.309562966E-2,9.885659218E0,9.886068874E0
6.618108678E0,-8.140286058E-2,5.746084079E-2,9.871294022E0,9.871796890E0
6.623116451E0,-8.379705995E-2,5.027823523E-2,9.883264542E0,9.883747662E0
6.628119147E0,-8.140286058E-2,5.746084079E-2,9.883264542E0,9.883766801E0
6.633124073E0,-7.900865376E-2,4.309562966E-2,9.885659218E0,9.886068874E0
6.638127231E0,-8.619125932E-2,4.309562966E-2,9.883264542E0,9.883734323E0
6.643105003E0,-8.379705995E-2,4.309562966E-2,9.888052940E0,9.888501915E0
6.648108160E0,-9.337386489E-2,5.267243832E-2,9.883264542E0,9.883845965E0
6.653112702E0,-8.619125932E-2,5.746084079E-2,9.876082420E0,9.876625672E0
6.658118013E0,-8.619125932E-2,4.070143029E-2,9.890447617E0,9.890906915E0
6.663124401E0,-8.379705995E-2,5.027823523E-2,9.885659218E0,9.886142221E0
6.668127557E0,-7.422025502E-2,5.027823523E-2,9.890447617E0,9.890853886E0
6.673101946E0,-8.140286058E-2,5.985504389E-2,9.888052940E0,9.888569159E0
6.678106334E0,-7.422025502E-2,5.267243832E-2,9.885659218E0,9.886078151E0
6.683114029E0,-8.619125932E-2,4.309562966E-2,9.883264542E0,9.883734323E0
6.688117418E0,-7.422025502E-2,5.267243832E-2,9.890447617E0,9.890866347E0
6.693120805E0,-8.619125932E-2,5.985504389E-2,9.883264542E0,9.883821607E0
6.698125424E0,-8.140286058E-2,4.070143029E-2,9.888052940E0,9.888471772E0
6.703130888E0,-8.858546615E-2,4.788403213E-2,9.890447617E0,9.890960233E0
6.708106354E0,-8.140286058E-2,5.267243832E-2,9.878476143E0,9.878951954E0
6.713111203E0,-7.422025502E-2,4.548983276E-2,9.883264542E0,9.883647908E0
6.718115898E0,-7.900865376E-2,4.788403213E-2,9.878476143E0,9.878908146E0
6.723122902E0,-7.900865376E-2,5.746084079E-2,9.883264542E0,9.883747372E0
6.728124828E0,-8.858546615E-2,5.985504389E-2,9.883264542E0,9.883842776E0
6.733129370E0,-8.379705995E-2,5.027823523E-2,9.878476143E0,9.878959498E0
6.738104450E0,-8.619125932E-2,5.506663769E-2,9.883264542E0,9.883793769E0
6.743112454E0,-7.422025502E-2,4.788403213E-2,9.895236015E0,9.895630214E0
6.748113995E0,-8.140286058E-2,4.788403213E-2,9.895236015E0,9.895686692E0
6.753118998E0,-7.661445439E-2,5.027823523E-2,9.880870819E0,9.881295756E0
6.758123925E0,-7.900865376E-2,5.746084079E-2,9.885659218E0,9.886141931E0
6.763131236E0,-8.140286058E-2,4.548983276E-2,9.871294022E0,9.871734468E0
6.768103239E0,-8.858546615E-2,5.746084079E-2,9.890447617E0,9.891011232E0
6.773108858E0,-9.097966552E-2,5.027823523E-2,9.876082420E0,9.876629444E0
6.778111938E0,-8.619125932E-2,5.267243832E-2,9.885659218E0,9.886175271E0
6.783119941E0,-7.661445439E-2,5.027823523E-2,9.878476143E0,9.878901183E0
6.788123637E0,-7.900865376E-2,5.027823523E-2,9.880870819E0,9.881314609E0
6.793127256E0,-7.900865376E-2,5.027823523E-2,9.888052940E0,9.888496408E0
6.798101721E0,-8.379705995E-2,5.506663769E-2,9.888052940E0,9.888561333E0
6.803108493E0,-7.900865376E-2,5.506663769E-2,9.885659218E0,9.886128306E0
6.808110420E0,-8.140286058E-2,4.070143029E-2,9.876082420E0,9.876501760E0
6.813116808E0,-7.900865376E-2,5.027823523E-2,9.890447617E0,9.890890977E0
6.818121734E0,-7.182604820E-2,5.746084079E-2,9.878476143E0,9.878904374E0
6.823128275E0,-8.858546615E-2,5.027823523E-2,9.866505623E0,9.867031392E0
6.828101125E0,-8.140286058E-2,5.027823523E-2,9.885659218E0,9.886122217E0
6.833106051E0,-8.140286058E-2,4.788403213E-2,9.883264542E0,9.883715764E0
6.838109747E0,-7.661445439E-2,5.985504389E-2,9.885659218E0,9.886137293E0
6.843117520E0,-8.858546615E-2,5.027823523E-2,9.885659218E0,9.886183968E0
6.848119292E0,-8.619125932E-2,5.027823523E-2,9.888052940E0,9.888556406E0
6.853123911E0,-8.379705995E-2,4.309562966E-2,9.880870819E0,9.881320121E0
6.858131068E0,-8.379705995E-2,5.267243832E-2,9.876082420E0,9.876578370E0
6.863106379E0,-7.661445439E-2,6.224924326E-2,9.883264542E0,9.883757521E0
6.868110767E0,-7.422025502E-2,5.027823523E-2,9.883264542E0,9.883671107E0
6.873114693E0,-8.140286058E-2,5.985504389E-2,9.890447617E0,9.890963710E0
6.878119312E0,-8.858546615E-2,5.985504389E-2,9.885659218E0,9.886237312E0
6.883125238E0,-9.097966552E-2,4.788403213E-2,9.888052940E0,9.888587418E0
