"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.041489843E0,-3.638852388E-2,-1.264627650E-2,-2.625560760E-2,4.661984459E-2
9.051497854E0,-2.219207585E-2,-9.977322072E-3,4.796600342E-2,5.378450214E-2
9.061480633E0,-4.857099801E-2,-3.642065451E-2,2.802038193E-1,2.867050510E-1
9.071487644E0,-4.848309234E-2,-1.287573576E-2,2.514724731E-1,2.564269868E-1
9.081498424E0,-5.578865483E-2,-3.022685647E-3,2.641868591E-2,6.180176051E-2
9.091476050E0,-4.860972613E-2,-1.703371294E-2,-6.216716766E-2,8.073295230E-2
9.101486830E0,-2.966261283E-2,-5.033539608E-3,1.964073181E-1,1.986983687E-1
9.111495995E0,-3.003168851E-2,4.546264187E-3,1.916198730E-1,1.940122331E-1
9.121476390E0,-6.153838709E-2,-3.862141818E-2,-7.413482666E-2,1.038005759E-1
9.131485247E0,-2.819568105E-2,2.391939051E-3,-2.307891846E-3,2.839091698E-2
9.141497564E0,-4.738677293E-2,5.462300032E-4,2.163696289E-2,5.209570788E-2
9.151474883E0,-9.542373940E-3,-3.524312004E-2,1.341648102E-1,1.390443480E-1
9.161485279E0,-1.464894786E-2,-4.261323810E-2,5.276393890E-2,6.938669169E-2
9.171492673E0,-5.306517705E-2,7.547849789E-3,-4.300403595E-2,6.871848485E-2
9.181473377E0,-5.813194439E-2,4.360406473E-2,-7.173347473E-2,1.021093963E-1
9.191481926E0,-4.174918309E-2,-8.711023256E-3,-3.821277618E-2,5.726336070E-2
9.201493629E0,-5.174768344E-2,-2.039391361E-2,1.341724396E-1,1.452445455E-1
9.211471486E0,-7.118387520E-2,1.072757877E-2,1.940288544E-1,2.069527032E-1
9.221483265E0,-7.111760974E-2,1.287688781E-2,-8.848857880E-2,1.142530404E-1
9.231491199E0,-3.766008839E-2,1.072965562E-2,9.675025940E-3,4.033626029E-2
9.241502979E0,-4.967844486E-2,1.816673577E-2,2.443075180E-1,2.499682810E-1
9.251480759E0,-4.963319004E-2,-1.318373531E-2,2.778253555E-1,2.825317550E-1
9.261491616E0,-3.776384890E-2,-8.545409888E-3,7.431888580E-2,8.379993497E-2
9.271498935E0,-6.641713530E-2,-1.404877752E-3,2.164554596E-2,6.986944398E-2
9.281481483E0,-1.045242846E-1,3.717146814E-2,9.347152710E-2,1.450654007E-1
9.291490417E0,-5.418966711E-2,1.555468887E-2,1.964216232E-1,2.043524466E-1
9.301500505E0,-7.777917385E-2,-8.674699813E-3,8.628654480E-2,1.164912791E-1
9.311477207E0,-7.503426075E-2,3.440660238E-2,2.164173126E-2,8.533650512E-2
9.321491988E0,-6.964036822E-2,3.217984363E-2,1.445674896E-2,7.806613102E-2
9.331497536E0,-4.784505069E-2,-1.431480050E-3,5.994606018E-2,7.671198174E-2
9.341478086E0,-4.765822738E-2,-1.844875328E-2,1.365594864E-1,1.458086296E-1
9.351485866E0,-8.078439534E-2,-9.037129581E-3,1.485280991E-1,1.693174074E-1
9.361497799E0,-8.279971778E-2,3.867499903E-2,8.583068848E-5,9.138684906E-2
9.371474118E0,-5.377116054E-2,1.709350944E-2,-5.019378662E-2,7.551782562E-2
9.381487436E0,-3.428397328E-2,2.883494832E-3,2.299270630E-1,2.324869021E-1
9.391493831E0,-6.253468245E-2,1.013521105E-4,1.700696945E-1,1.812023669E-1
9.401477611E0,-7.669223845E-2,-4.989456385E-3,4.796409607E-2,9.059331446E-2
9.411483391E0,-4.543430358E-2,1.430673897E-2,3.120422363E-2,5.694437895E-2
9.421495478E0,-3.357753530E-2,4.781877622E-3,1.509151459E-1,1.546793408E-1
9.431471797E0,-4.323720559E-2,-2.656893991E-2,1.940116882E-1,2.005390229E-1
9.441484423E0,-6.237288564E-2,-1.742937230E-2,3.120422363E-2,7.188785332E-2
9.451492972E0,-5.737596005E-2,-7.855176926E-3,-7.414150238E-2,9.407798346E-2
9.461473983E0,-4.301996529E-2,6.997605786E-3,9.105873108E-2,1.009523472E-1
9.471481685E0,-1.913647167E-2,-1.902801916E-2,1.197900772E-1,1.227922337E-1
9.481494850E0,-1.219115406E-2,-4.071378335E-2,4.796504974E-2,6.408496227E-2
9.491471860E0,-3.400255367E-2,-1.206651330E-2,2.641868591E-2,4.471824421E-2
9.501481641E0,-4.608628154E-2,2.757339738E-3,-1.028680801E-1,1.127536704E-1
9.511490267E0,1.576833427E-2,-4.478388280E-2,1.684474945E-2,5.037838930E-2
9.521502662E0,3.542970866E-3,-4.466065764E-2,1.293735504E-1,1.369110753E-1
9.531479827E0,-4.220330715E-2,-2.317498438E-2,1.269798279E-1,1.358016043E-1
9.541491838E0,-3.313977644E-2,-1.307310537E-3,9.346389771E-2,9.917385753E-2
9.551500155E0,-6.219141558E-2,-2.744536288E-2,-1.459550858E-1,1.610090282E-1
9.561478936E0,-4.580981657E-2,-1.516620629E-2,8.388996124E-2,9.677850332E-2
9.571487254E0,-7.461749017E-2,6.762458012E-3,2.586679459E-1,2.693002170E-1
9.581501803E0,-6.521853805E-2,-1.246257126E-2,5.037307739E-2,8.334398787E-2
9.591476275E0,-3.186705709E-2,1.632535644E-2,-2.384567261E-2,4.301909683E-2
9.601488516E0,-4.158896580E-2,2.868734300E-2,6.234645844E-2,8.024765794E-2
9.611496912E0,-6.786230952E-2,-1.658922248E-2,1.892395020E-1,2.017227911E-1
9.621477230E0,-2.251471020E-2,-3.333919868E-2,6.474113464E-2,7.622223336E-2
9.631484933E0,-9.186836332E-2,7.506428286E-3,6.234645844E-2,1.112799332E-1
9.641496328E0,-1.059473455E-1,4.151217639E-2,1.557207108E-1,1.928653431E-1
9.651476262E0,-4.594201967E-2,1.038216986E-2,6.234645844E-2,7.813795174E-2
9.661486811E0,-3.613560647E-2,-8.948625997E-3,1.198062897E-1,1.254567934E-1
9.671493591E0,-8.846542239E-2,3.497563303E-4,2.012062073E-1,2.197957942E-1
9.681474447E0,-7.376448810E-2,2.685602568E-2,1.868400574E-1,2.026614242E-1
9.691481920E0,-5.416017026E-2,7.709391415E-3,8.388900757E-2,1.001505085E-1
9.701493546E0,-5.855868757E-2,-6.925046444E-3,3.121376038E-2,6.671862555E-2
9.711470864E0,-5.117525905E-2,-1.422282495E-2,2.706336975E-1,2.757966536E-1
9.721483798E0,-9.369665384E-2,9.681465104E-3,4.874229431E-3,9.432153424E-2
9.731492040E0,-4.552020878E-2,1.424546819E-2,-7.892417908E-2,9.221739974E-2
9.741503819E0,-4.057133943E-2,7.197622210E-3,1.796493530E-1,1.843142138E-1
9.751481984E0,-5.485522002E-2,-9.598668665E-3,1.988029480E-1,2.064554231E-1
9.761492072E0,-5.010040849E-2,-4.583834857E-2,2.477645874E-3,6.795104017E-2
9.771500390E0,-5.954222381E-2,2.127326094E-2,-1.387815475E-1,1.525062162E-1
9.781482632E0,-7.365084440E-2,3.358783573E-2,-4.061985016E-2,9.056799554E-2
9.791490257E0,-2.813763544E-2,-3.083322011E-2,1.868305206E-1,1.914368236E-1
9.801501960E0,-2.327777818E-2,-3.106365353E-2,4.078388214E-2,5.630391256E-2
9.811478587E0,-7.089021802E-2,-7.030671462E-3,-9.494781494E-3,7.186796385E-2
9.821490289E0,-4.685371742E-2,2.686004899E-2,3.120708466E-2,6.237479620E-2
9.831498377E0,-3.473796695E-2,-1.604111120E-2,-7.653236389E-2,8.556428180E-2
9.841478003E0,-1.084042713E-2,-3.514965996E-2,4.557228088E-2,5.856488915E-2
9.851486706E0,-3.260726854E-2,-2.300263755E-2,1.604948044E-1,1.653811886E-1
9.861498948E0,-5.667440593E-2,1.043817028E-3,-3.104114532E-2,6.462685622E-2
9.871475342E0,-3.786528483E-2,-2.245838940E-2,-9.089374542E-2,1.009942177E-1
9.881487661E0,-4.568215460E-3,-3.417623788E-2,2.163505554E-2,4.070576687E-2
9.891495364E0,-4.320580512E-2,-2.914859541E-2,1.150102615E-1,1.262685332E-1
9.901476605E0,-6.727910042E-2,2.348999865E-2,6.473350525E-2,9.627400527E-2
9.911484308E0,-6.747329235E-2,1.409583166E-2,-7.413005829E-2,1.012255066E-1
9.921495704E0,-6.281901896E-2,2.410057001E-2,4.318714142E-2,7.995120888E-2
9.931472637E0,-5.796055496E-2,1.490994729E-2,9.825515747E-2,1.150469836E-1
9.941484263E0,-4.127628356E-2,-2.087883092E-2,4.797744751E-2,6.664452442E-2
9.951493505E0,-2.940591425E-2,-6.432970986E-3,1.054382324E-1,1.096508630E-1
9.961473285E0,-7.009478658E-2,3.203245997E-2,1.605052948E-1,1.780486093E-1
9.971482142E0,-5.087285116E-2,1.051982306E-2,1.892356873E-1,1.962367422E-1
9.981493921E0,8.944086730E-3,-6.170881912E-3,1.413526535E-1,1.417697045E-1
9.991470470E0,-7.734701037E-2,-1.580051146E-2,1.365642548E-1,1.577403305E-1
1.000148433E1,-1.034206003E-1,5.886150524E-3,6.234264374E-2,1.209010859E-1
1.001149026E1,-3.873389959E-2,2.994698659E-2,3.361225128E-2,5.938788108E-2
1.002150250E1,-6.715750694E-2,8.402665146E-3,1.724748611E-1,1.852790146E-1
1.003148005E1,-1.123168319E-1,-1.107256301E-2,1.509265900E-1,1.884582393E-1
1.004149145E1,-9.287656844E-2,-1.358251274E-2,1.054344177E-1,1.411628778E-1
1.005150130E1,-7.312362641E-2,-4.002327099E-3,-6.695079803E-2,9.922445626E-2
1.006148139E1,-9.631369263E-2,-1.825207286E-2,-9.328937531E-2,1.353232171E-1
1.007148840E1,-6.914927065E-2,-2.525014989E-2,2.562618256E-1,2.666257957E-1
1.008149926E1,-7.302923501E-2,-4.425506666E-2,1.317615509E-1,1.570123765E-1
1.009147704E1,-6.518457085E-2,1.057568192E-2,-4.062461853E-2,7.753214144E-2
1.010148905E1,-5.958938599E-2,4.440791160E-2,1.204681396E-2,7.528667386E-2
1.011149768E1,-4.947838187E-2,1.136942022E-2,6.950664520E-2,8.607292092E-2
1.012147776E1,-6.389221177E-3,-3.406570107E-2,9.105396271E-2,9.742750259E-2
1.013148539E1,-1.832515933E-2,8.999691345E-3,3.838157654E-2,4.347357043E-2
1.014149863E1,-5.403262749E-2,4.264431447E-2,8.147716522E-2,1.066611028E-1
1.015147533E1,-1.357251406E-2,3.547786921E-2,8.866024017E-2,9.645481081E-2
1.016148727E1,7.721167058E-3,-6.272830069E-4,-2.386665344E-2,2.509237038E-2
1.017149435E1,-1.163856126E-2,-2.480800077E-2,2.442836761E-1,2.458157998E-1
1.018147529E1,-2.171809040E-2,4.173054546E-2,2.083721161E-1,2.136166020E-1
1.019148338E1,-6.735191494E-2,3.175321966E-2,-8.611583710E-2,1.138441250E-1
1.020149377E1,-1.500977390E-2,4.716757685E-4,7.629394531E-5,1.501737697E-2
1.021147232E1,-5.739249289E-3,5.124803632E-3,1.221818924E-1,1.224239250E-1
1.022148402E1,-6.118712574E-2,-1.662926748E-2,1.102113724E-1,1.271492961E-1
1.023149257E1,-9.215071797E-2,2.361316234E-3,-1.907634735E-2,9.413414718E-2
1.024150304E1,-3.702998534E-2,-4.702264443E-3,3.838348389E-2,5.354085300E-2
1.025148067E1,-1.329531893E-2,-9.349131957E-3,3.017473221E-1,3.021847418E-1
1.026149453E1,-7.788544893E-2,9.409209713E-3,1.197862625E-1,1.431901710E-1
1.027150069E1,-8.259816468E-2,-2.995975316E-3,-6.217384338E-2,1.034263964E-1
1.028148255E1,-6.563141197E-2,5.218501389E-2,8.147716522E-2,1.169157233E-1
1.029148902E1,-6.769865751E-2,2.123808861E-2,1.102075577E-1,1.310720047E-1
1.030150157E1,-2.232783101E-2,-3.144884855E-2,1.533031464E-1,1.580804124E-1
1.031147889E1,-3.334520385E-3,-1.959113404E-2,1.126031876E-1,1.143433838E-1
1.032144262E1,-6.812895834E-2,2.786447480E-2,9.584236145E-2,1.208459440E-1
1.033145339E1,-7.034376264E-2,2.322071046E-2,1.204586029E-2,7.505031037E-2
1.034143378E1,2.040795237E-2,-6.901510060E-4,-6.456851959E-2,6.772041458E-2
1.035144263E1,-2.320975624E-2,3.928130493E-3,2.730150223E-1,2.740279646E-1
1.036145279E1,-8.072857559E-2,4.426880181E-2,2.011890411E-1,2.212551920E-1
1.037143072E1,-4.982011765E-2,1.277820766E-2,-1.914596558E-1,1.982476393E-1
1.038144211E1,-1.916908100E-2,1.299489476E-2,-7.174777985E-2,7.539273751E-2
1.039144919E1,-3.361421824E-2,5.989215337E-3,1.150007248E-1,1.199622985E-1
1.040143073E1,-1.484967768E-2,-2.051705495E-2,2.227401733E-1,2.241754832E-1
1.041144027E1,-3.901683167E-2,-4.062226042E-3,-3.104591370E-2,5.002662882E-2
1.042145189E1,-7.272614539E-2,2.712108754E-2,-1.172351837E-1,1.406013297E-1
1.043142767E1,-5.130924284E-2,5.153802782E-2,9.584999084E-2,1.203163640E-1
1.044143990E1,-4.670196399E-2,3.632351756E-3,-3.343582153E-2,5.755190337E-2
1.045144975E1,-6.369709224E-2,2.465255558E-2,1.006383896E-1,1.216271085E-1
1.046142884E1,-7.808279246E-2,7.462014258E-2,2.131662369E-1,2.389663840E-1
1.047143630E1,-7.784900069E-2,5.264732987E-2,-2.386188507E-2,9.696183687E-2
1.048144854E1,-4.914396629E-2,-5.154978484E-3,-3.822803497E-2,6.247468194E-2
1.049145724E1,-4.414417595E-2,-8.304119110E-4,1.197881699E-1,1.276659841E-1
1.050143939E1,-9.866750240E-2,1.295453403E-2,2.155532837E-1,2.374159095E-1
1.051144617E1,-7.660397142E-2,1.254278701E-2,8.626365662E-2,1.160470094E-1
1.052145540E1,-5.473120511E-2,-4.498396069E-3,-1.028804779E-1,1.166196086E-1
1.053143602E1,-5.666067451E-2,2.485814504E-3,1.509037018E-1,1.612096105E-1
1.054144703E1,-7.298059762E-2,-7.541900501E-3,1.796321869E-1,1.940380645E-1
1.055145411E1,-7.966655493E-2,6.273411214E-3,-8.373355865E-2,1.157472441E-1
1.056143511E1,-4.831644893E-2,1.362243481E-2,1.921749115E-2,5.375278535E-2
1.057144220E1,-5.753034726E-2,-3.096655011E-3,1.389265060E-1,1.503991496E-1
1.058145389E1,-2.629126236E-2,-7.952203974E-3,1.604747772E-1,1.628085445E-1
1.059143136E1,-4.778569937E-2,-2.729960158E-2,1.006183624E-1,1.146856406E-1
1.060144406E1,-5.241347849E-2,-3.459122032E-2,1.173772812E-1,1.331208150E-1
1.061145268E1,-1.887198724E-2,-1.289434917E-2,2.801828384E-1,2.811135698E-1
1.062143260E1,-3.546530381E-2,-3.390224651E-3,1.221656799E-1,1.272546060E-1
1.063144099E1,-2.372488007E-2,-3.577482887E-3,2.011737823E-1,2.025995040E-1
1.064145392E1,-6.437786669E-2,3.765316680E-3,1.796264648E-1,1.908516550E-1
1.065142923E1,-7.619433850E-2,-5.744719878E-3,-6.697654724E-2,1.016092363E-1
1.066144101E1,-9.274477139E-3,-2.703584544E-2,1.413202286E-1,1.441816905E-1
1.067144963E1,1.444704644E-2,-1.752115041E-2,2.299060822E-1,2.310249218E-1
1.068142925E1,-1.466644369E-2,-1.544848457E-2,1.676568985E-1,1.690047214E-1
1.069143825E1,-5.084128678E-2,3.790048882E-3,-3.824329376E-2,6.373186353E-2
1.070144956E1,1.096839085E-2,-8.345339447E-4,-1.866817474E-1,1.870055530E-1
1.071142872E1,-2.298822813E-2,-1.481824927E-2,1.269607544E-1,1.298732933E-1
1.072143911E1,-5.924530327E-2,-2.662964165E-2,1.580858231E-1,1.709101262E-1
1.073144750E1,-5.236582458E-2,-4.351547360E-2,-2.147769928E-2,7.139375038E-2
1.074145735E1,-2.648754045E-2,1.447884552E-2,1.922607422E-2,3.578922599E-2
1.075143574E1,-6.494920701E-2,7.594199851E-3,-7.414722443E-2,9.886294681E-2
1.076144836E1,-2.933163941E-2,-3.027879260E-2,6.950759888E-2,8.129241449E-2
1.077145490E1,-2.942084894E-2,-3.515737504E-2,4.317092896E-2,6.297107652E-2
1.078143576E1,-8.953770995E-2,-1.622393727E-3,9.823894501E-2,1.329305231E-1
1.079144414E1,-7.037995756E-2,-1.208631322E-3,8.147907257E-2,1.076737595E-1
1.080145584E1,-3.910161927E-2,-2.476601489E-2,-5.738353729E-2,7.372355441E-2
1.081143331E1,-2.248207480E-2,-6.852950901E-4,1.748552322E-1,1.762959601E-1
1.082144539E1,-4.879324883E-2,1.558755711E-2,2.179489136E-1,2.238872082E-1
1.083145301E1,-6.797635555E-2,-1.339435950E-2,-5.020236969E-2,8.555975516E-2
1.084143548E1,-3.919129446E-2,-1.176502556E-3,-9.090328217E-2,9.899872943E-2
1.085144256E1,-3.215157613E-2,6.528059021E-3,9.105777740E-2,9.678769668E-2
1.086145425E1,-5.598366261E-2,-1.982430741E-2,3.089303970E-1,3.145872913E-1
1.087143272E1,-4.912679642E-2,-2.463707328E-2,7.262229919E-3,5.543615688E-2
1.088144226E1,-5.630259961E-2,1.131006703E-2,-1.507558823E-1,1.613233907E-1
1.089145088E1,-7.530985773E-2,1.675361954E-2,2.849893570E-1,2.952476791E-1
1.090143058E1,-3.692517057E-2,2.558717504E-3,3.448448181E-1,3.468255525E-1
1.091143958E1,-4.196583107E-2,-1.207932644E-2,1.197900772E-1,1.275017792E-1
1.092145190E1,-6.831718981E-2,3.326449543E-2,1.293668747E-1,1.500318411E-1
1.093142883E1,-7.048127055E-2,7.235087454E-3,9.584712982E-2,1.191915613E-1
1.094143983E1,-1.293720491E-2,2.502148971E-3,1.604919434E-1,1.610319717E-1
1.095144876E1,-2.021097764E-2,-8.446164429E-5,2.131633759E-1,2.141193956E-1
1.096142976E1,-4.187375307E-2,-1.497060061E-2,2.778062820E-1,2.813429587E-1
1.097143677E1,-4.451041669E-2,1.144975424E-2,4.317569733E-2,6.305882100E-2
1.098144970E1,-5.403201655E-2,4.750046879E-2,-3.087720871E-1,3.170425131E-1
1.099142701E1,-5.638810247E-2,2.365399152E-3,4.078292847E-2,6.963088731E-2
1.100143770E1,-6.853888929E-2,6.982892752E-3,2.849912643E-1,2.932002062E-1
1.101144548E1,-7.810063660E-2,-2.900961787E-3,8.010864258E-5,7.815453560E-2
1.102145717E1,-5.174782127E-2,6.737098098E-3,-2.130041122E-1,2.193033911E-1
1.103143433E1,-1.355159841E-2,1.402461063E-2,4.869461060E-3,2.010092470E-2
1.104144665E1,-2.068764344E-2,1.381244417E-2,2.562608719E-1,2.574653310E-1
1.105145319E1,-5.904738605E-2,-1.211602241E-3,-2.625751495E-2,6.463372859E-2
1.106143496E1,-4.948391765E-2,3.398652188E-3,-1.196308136E-1,1.295057547E-1
1.107144489E1,-5.663841218E-2,4.449570179E-2,1.365499496E-1,1.543815597E-1
1.108145566E1,-5.905449018E-2,1.562572457E-2,1.341543198E-1,1.474075222E-1
1.109143290E1,-4.470304400E-2,-1.597574912E-2,2.641487122E-2,5.432616427E-2
1.110144460E1,-5.193324387E-2,2.909458615E-2,3.599166870E-2,6.956261193E-2
1.111145199E1,-7.819116116E-2,7.797678933E-3,-9.498596191E-3,7.915102532E-2
1.112143322E1,-2.552980371E-2,-2.553161234E-2,1.389417648E-1,1.435564283E-1
1.113144000E1,-3.749962896E-2,-1.130273752E-2,8.626937866E-2,9.474375833E-2
1.114145254E1,-7.570131123E-2,5.053402856E-3,2.299203873E-1,2.421148692E-1
1.115142916E1,-6.335491687E-2,1.196823176E-2,8.387279510E-2,1.057909723E-1
1.116144124E1,-6.781399250E-2,-1.900332607E-2,-1.675195694E-1,1.817214080E-1
1.117145009E1,-3.908212110E-2,1.722456329E-2,1.413335800E-1,1.476457877E-1
1.118143133E1,-5.088555813E-2,2.908508852E-2,3.041381836E-1,3.097342686E-1
1.119143849E1,-4.611334577E-2,-2.621622197E-2,6.471824646E-2,8.367904384E-2
1.120145049E1,-6.048773602E-2,-6.810624152E-3,-1.316070557E-1,1.450019583E-1
1.121142834E1,-6.026988849E-2,1.271587331E-2,3.359317780E-2,7.016163116E-2
1.122143788E1,-6.241322309E-2,-8.746085688E-3,3.448381424E-1,3.505499235E-1
1.123144712E1,-3.846802562E-2,-5.189045519E-2,2.203397751E-1,2.296127715E-1
1.124145912E1,-6.239056587E-2,-1.604945585E-2,4.861831665E-3,6.460499323E-2
1.125143698E1,-9.314818680E-2,2.974187583E-2,6.711006165E-2,1.185956334E-1
1.126144767E1,-7.122962177E-2,1.074636541E-2,8.386898041E-2,1.105583523E-1
1.127145568E1,-1.903675497E-3,-4.203337431E-2,1.533002853E-1,1.589698274E-1
1.128143668E1,-5.230528116E-2,-8.465154096E-3,1.772422791E-1,1.849927749E-1
1.129144461E1,-7.606754452E-2,8.571062237E-3,2.880191803E-2,8.178804876E-2
1.130145600E1,-1.626419835E-2,-2.940946445E-2,-5.020523071E-2,6.041527901E-2
1.131143331E1,-4.542706534E-3,-2.225515246E-2,-7.414722443E-2,7.754830033E-2
1.132144501E1,-2.637363225E-2,-1.982054673E-2,1.604862213E-1,1.638421490E-1
1.133145332E1,-3.120770492E-2,-3.140575439E-2,4.864692688E-3,4.454107643E-2
1.134143548E1,-4.341571033E-2,1.460994873E-2,-3.327159882E-1,3.358545865E-1
1.135144379E1,-5.324320868E-2,3.664755076E-2,-5.498790741E-2,8.486195972E-2
1.136145580E1,-5.820256844E-2,1.503677014E-2,2.227411270E-1,2.307103229E-1
1.137143142E1,-5.850837752E-2,-3.320021182E-2,8.866596222E-2,1.112975164E-1
1.138144465E1,-3.249129280E-2,-1.640897803E-2,-1.076583862E-1,1.136453554E-1
1.139145150E1,-3.031174093E-2,2.690969966E-2,4.871368408E-3,4.082479399E-2
1.140143212E1,-2.095912397E-2,2.235130034E-2,2.011966705E-1,2.035164999E-1
1.141144013E1,-3.332096338E-2,-2.124860510E-2,1.245832443E-1,1.307010887E-1
1.142145206E1,-7.178246230E-2,-1.194328815E-2,5.275630951E-2,8.988098919E-2
1.143142906E1,-7.673548162E-2,5.526646227E-2,7.191085815E-2,1.188018835E-1
1.144143976E1,-5.287998170E-2,2.187815495E-2,2.642250061E-2,6.303248898E-2
1.145144776E1,-5.527789891E-2,-1.894089766E-2,1.485252380E-1,1.596062344E-1
1.146146015E1,-6.005408615E-2,9.246909991E-3,2.969655991E-1,3.031180721E-1
1.147143739E1,-9.574683011E-2,6.716946140E-3,1.700725555E-1,1.952876007E-1
1.148144962E1,-8.573675156E-2,-9.935699403E-3,-4.061985016E-2,9.539119937E-2
1.149142655E1,-5.427887291E-2,9.408321232E-3,1.923465729E-2,5.834967518E-2
1.150143925E1,-8.259899914E-2,2.603176050E-2,2.873830795E-1,3.001487658E-1
1.151144694E1,-7.477912307E-2,1.162240095E-2,2.035846710E-1,2.171951098E-1
1.152145918E1,-8.603020757E-2,-5.559923127E-3,-1.907920837E-2,8.829567120E-2
1.153143557E1,-1.089491397E-1,4.705362767E-2,-5.020809174E-2,1.288596578E-1
1.154144634E1,-8.637222648E-2,8.289197832E-2,8.386421204E-2,1.461658224E-1
1.155145550E1,-5.217122287E-2,-1.108432189E-3,2.323026657E-1,2.380915656E-1
1.156143589E1,-4.674551636E-2,-2.554481104E-2,1.442623138E-2,5.518873819E-2
1.157144351E1,-6.775392592E-2,5.471363664E-3,2.160835266E-2,7.132637102E-2
1.158145705E1,-4.581499100E-2,1.992146298E-2,1.604709625E-1,1.680678669E-1
1.159143306E1,-1.686963998E-2,-6.179865822E-2,6.470108032E-2,9.104882594E-2
1.160144452E1,-3.575614840E-2,-5.007390678E-2,1.580734253E-1,1.696263720E-1
1.161145276E1,-7.384775579E-2,2.896727435E-2,4.075813293E-2,8.918418817E-2
1.162143315E1,-5.456037074E-2,7.634324953E-3,-1.196546555E-1,1.317283324E-1
1.163144138E1,-9.195828810E-3,-1.357153244E-2,-2.628040314E-2,3.097433372E-2
1.164145408E1,-2.144075744E-2,-8.742773905E-3,1.077976227E-1,1.102563814E-1
1.165143132E1,-4.087369889E-2,-2.318384126E-2,3.836536407E-2,6.066342322E-2
1.166144294E1,4.161318764E-3,-2.309044637E-2,-7.416057587E-2,7.778352204E-2
1.167145002E1,8.573066443E-3,3.615749069E-3,-1.411962509E-1,1.415024819E-1
1.168143102E1,5.327779800E-4,-3.053296357E-3,2.251205444E-1,2.251418797E-1
1.169143833E1,-2.163550258E-2,-5.088425428E-2,2.059679031E-1,2.132605904E-1
1.170144980E1,-3.415063769E-2,-1.049013063E-2,-1.100645065E-1,1.157173474E-1
1.171142888E1,-6.340792775E-2,3.759305924E-2,-1.268224716E-1,1.466892727E-1
1.172143866E1,-6.153880805E-2,1.683362201E-2,1.724557877E-1,1.838787492E-1
1.173144697E1,-1.183700375E-2,-5.952572078E-2,3.448410034E-1,3.501410341E-1
1.174145967E1,-4.588540643E-2,-3.351028264E-2,1.341524124E-1,1.456889815E-1
1.175143806E1,-7.473231852E-2,1.901211776E-2,-6.456565857E-2,1.005738749E-1
1.176144729E1,-5.336988345E-2,1.719297096E-2,1.444435120E-2,5.790148522E-2
1.177145653E1,-4.874897376E-2,-1.598969847E-2,9.105968475E-2,1.045179367E-1
1.178143722E1,-4.418994486E-2,-2.057010308E-2,1.940126419E-1,2.000419596E-1
1.179144461E1,-9.214628488E-2,2.952937596E-2,8.387851715E-2,1.280567355E-1
1.180145723E1,-9.191006422E-2,1.540879626E-2,-7.174491882E-2,1.176104769E-1
1.181143439E1,-6.780397147E-2,2.053886279E-2,-5.498600006E-2,8.968101045E-2
1.182144617E1,-5.074550211E-2,2.067562379E-2,1.892232895E-1,1.969975652E-1
1.183145355E1,-8.392420411E-2,2.051026188E-2,3.209018707E-1,3.323280811E-1
1.184143471E1,-5.965186283E-2,8.275590837E-3,1.444339752E-2,6.193094440E-2
1.185144118E1,-4.026744142E-2,2.494313195E-2,-1.076631546E-1,1.176221983E-1
1.186145411E1,-6.861296296E-2,3.446188197E-2,2.275238037E-1,2.401300507E-1
1.187143257E1,-4.942601919E-2,7.691763341E-3,2.490711212E-1,2.540443229E-1
1.188144342E1,-5.166926607E-2,-1.202742383E-2,9.344673157E-2,1.074554029E-1
1.189145051E1,-9.192783386E-2,6.659298390E-2,-2.626609802E-2,1.165129179E-1
1.190143236E1,-6.035708636E-2,8.539056778E-2,6.231784821E-2,1.217293767E-1
1.191144090E1,-2.906270511E-2,2.748676948E-2,2.035741806E-1,2.074671307E-1
1.192145198E1,-4.565208033E-2,-1.417959668E-2,9.583282471E-2,1.070939013E-1
1.193142991E1,-4.786895588E-2,1.891795173E-2,1.844177246E-1,1.914659839E-1
1.194144099E1,-5.237260461E-2,5.725273117E-2,-4.725456238E-3,7.773734545E-2
1.195144953E1,-6.983341649E-3,2.119527198E-3,-1.292238235E-1,1.294297339E-1
1.196142923E1,-1.680746675E-2,-1.500253007E-2,1.676568985E-1,1.691638332E-1
1.197143724E1,-7.195180655E-2,1.559507661E-2,1.628684998E-1,1.787356067E-1
1.198144932E1,-7.669267803E-2,-6.183926016E-3,-4.782295227E-2,9.059272912E-2
1.199142648E1,-2.659945562E-2,-3.657456487E-3,-1.028890610E-1,1.063346928E-1
1.200143910E1,-2.207815833E-2,-3.648412414E-3,1.604747772E-1,1.620274980E-1
1.201144564E1,-3.669875488E-2,-3.020876832E-2,2.370901108E-1,2.418079588E-1
1.202145857E1,-2.260440029E-2,-4.736077040E-2,4.852294922E-3,5.270243118E-2
1.203143488E1,-3.475603089E-2,-3.541699052E-2,-1.172513962E-1,1.273194204E-1
1.204144834E1,-4.462741688E-2,-1.565466262E-2,8.386421204E-2,9.628022050E-2
1.205145427E1,-1.623902656E-2,-4.896743596E-2,1.580848694E-1,1.662899326E-1
1.206143520E1,-4.282296449E-2,-4.899748042E-2,3.358745575E-2,7.323029810E-2
1.207144282E1,-6.453675032E-2,1.362346672E-2,5.034923553E-2,8.297973551E-2
