"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.961468595E0,-3.440012410E-2,4.885153845E-2,-1.363391876E-1,1.488563584E-1
2.971474760E0,-6.802694499E-2,3.555925563E-3,7.913970947E-2,1.044193635E-1
2.981485463E0,1.294547692E-2,-3.221876174E-2,1.629390717E-1,1.665976442E-1
2.991494396E0,-4.260572046E-2,-7.320038974E-2,1.078748703E-1,1.371514933E-1
3.001477177E0,-9.298765659E-2,-3.018711880E-2,2.419500351E-1,2.609555248E-1
3.011484033E0,-4.769426212E-2,2.012637258E-2,-3.817081451E-2,6.431815135E-2
3.021494813E0,-2.395987883E-2,-4.406377673E-2,7.322311401E-3,5.068834637E-2
3.031473286E0,-7.903754711E-2,-1.528333500E-2,1.797046661E-1,1.969118615E-1
3.041483142E0,-8.626307547E-2,2.286873758E-2,2.706832886E-1,2.850153330E-1
3.051491691E0,-9.601996839E-2,1.314869151E-3,1.797046661E-1,2.037531110E-1
3.061473241E0,-6.941726804E-2,-5.554748699E-3,-1.698493958E-1,1.835713201E-1
3.071479405E0,-4.313879088E-2,-2.431315742E-2,3.605270386E-2,6.125261103E-2
3.081492416E0,-3.833132982E-2,2.546079457E-3,3.856077194E-1,3.875165631E-1
3.091470195E0,-5.985738337E-2,2.273900434E-3,1.342153549E-1,1.469756390E-1
3.101480667E0,-5.969920754E-2,1.893467642E-2,-2.140903473E-2,6.618809652E-2
3.111489602E0,-5.709512532E-2,3.101242520E-2,1.150598526E-1,1.321377824E-1
3.121471227E0,-7.617875189E-2,2.878200449E-2,1.437902451E-1,1.652490260E-1
3.131477315E0,-7.356870174E-2,7.034492679E-3,1.366071701E-1,1.553169562E-1
3.141489095E0,-6.853063405E-2,4.740742221E-2,8.393287659E-2,1.182735780E-1
3.151467874E0,-7.795168459E-2,4.970763996E-2,2.036418915E-1,2.236455557E-1
3.161479501E0,-2.996290289E-2,3.787786141E-2,9.710311890E-3,4.926254248E-2
3.171486973E0,-2.993770503E-2,2.070239373E-2,-2.262115479E-3,3.646878740E-2
3.181467214E0,-1.015274525E-1,1.569611579E-2,1.461782455E-1,1.786680473E-1
3.191476764E0,-9.890623391E-2,3.458124399E-2,1.270227432E-1,1.646605078E-1
3.201487543E0,-7.694002986E-2,1.517272647E-2,4.801082611E-2,9.195117861E-2
3.211465708E0,-7.659921050E-2,-2.588381805E-2,7.308006287E-3,8.118385333E-2
3.221475873E0,-7.408036292E-2,2.910927683E-2,2.443323135E-1,2.569699002E-1
3.231485498E0,-9.753280878E-2,5.271259695E-2,6.237030029E-2,1.272058215E-1
3.241496817E0,-8.514437824E-2,-4.811915010E-2,-1.267747879E-1,1.601151604E-1
3.251474366E0,-3.956132382E-2,-2.383747324E-2,1.318006516E-1,1.396593542E-1
3.261485453E0,-2.992878109E-2,-4.577979445E-3,1.581363678E-1,1.610086974E-1
3.271492541E0,-4.897198081E-2,-2.377687581E-2,7.301330566E-3,5.492635211E-2
3.281474782E0,-5.354323983E-2,-2.138304524E-2,-7.170867920E-2,9.201221565E-2
3.291481562E0,-8.928139508E-2,2.181341127E-2,-1.028337479E-1,1.379194407E-1
3.301493804E0,-5.810275301E-2,-4.464549944E-3,1.748943329E-1,1.843471990E-1
3.311470429E0,-1.981437951E-2,-4.055132717E-2,5.278873444E-2,6.945264757E-2
3.321483364E0,-4.862165079E-2,-1.373607665E-4,-3.579616547E-2,6.037755589E-2
3.331491451E0,-8.207293600E-2,2.189645171E-2,1.341924667E-1,1.588176298E-1
3.341472000E0,-3.643148765E-2,1.968296431E-2,-1.315650940E-1,1.379276852E-1
3.351480319E0,-4.845766723E-2,-5.210969597E-2,-9.325695038E-2,1.173048367E-1
3.361492330E0,-8.879881352E-2,-2.076296881E-2,2.467184067E-1,2.630328921E-1
3.371469032E0,-5.278742313E-2,1.993743889E-2,1.078548431E-1,1.217237886E-1
3.381480120E0,-1.468218677E-2,-1.850130036E-2,-4.537391663E-2,5.115327002E-2
3.391489053E0,-8.143813908E-2,-6.240705028E-3,1.153945923E-4,8.167698704E-2
3.401469064E0,-8.855238557E-2,3.191136941E-2,2.084102631E-1,2.286803407E-1
3.411477075E0,-9.558001906E-2,2.680427581E-2,2.036209106E-1,2.265292133E-1
3.421488162E0,-1.191308871E-1,1.006512158E-2,-3.819465637E-2,1.255081938E-1
3.431466635E0,-5.402455479E-2,1.993831806E-2,1.150312424E-1,1.286404904E-1
3.441477646E0,-3.706240654E-2,1.050516404E-2,2.658662796E-1,2.686426233E-1
3.451487194E0,-7.042299211E-2,-2.087718248E-2,1.222133636E-1,1.425880809E-1
3.461467513E0,-7.027582824E-2,-6.487483159E-3,3.602123260E-2,7.923577898E-2
3.471475523E0,-4.617150128E-2,8.095351979E-3,9.348201752E-2,1.045764307E-1
3.481488534E0,-4.606354237E-2,5.758945830E-3,2.491044998E-1,2.533931081E-1
3.491463006E0,-7.692820579E-2,5.161594599E-4,1.892471313E-1,2.042858096E-1
3.501475555E0,-9.095282108E-2,1.912915334E-2,7.432365417E-2,1.190056542E-1
3.511484181E0,-8.817833662E-2,3.086120822E-2,1.437530518E-1,1.714432067E-1
3.521495654E0,-5.198166147E-2,2.117501572E-3,-2.144908905E-2,5.627290967E-2
3.531472895E0,-1.819536090E-3,-1.931949146E-2,8.389759064E-2,8.611247980E-2
3.541485829E0,-3.055566363E-2,-7.422266528E-3,1.533288956E-1,1.565199311E-1
3.551492840E0,-5.935505778E-2,6.652591750E-3,2.164840698E-2,6.352899641E-2
3.561475081E0,-5.236955360E-2,-5.384834483E-3,-1.052446365E-1,1.176775259E-1
3.571480630E0,-6.420440972E-2,-2.429214679E-2,-6.454372406E-2,9.422423753E-2
3.581494717E0,-7.359430194E-2,-3.177672625E-4,1.150217056E-1,1.365511443E-1
3.591470497E0,-4.729085416E-2,4.977843910E-2,1.964244843E-1,2.080790617E-1
3.601482124E0,-4.724685848E-2,-2.008874156E-2,1.446437836E-2,5.333892963E-2
3.611490134E0,-4.018421099E-2,-9.479243308E-4,7.431983948E-2,8.449324182E-2
3.621469914E0,-9.386632591E-3,6.162848324E-3,1.925373077E-2,2.228891472E-2
3.631479387E0,-1.449616253E-2,-3.444853425E-2,9.587001801E-2,1.028975247E-1
3.641490781E0,-4.592578486E-2,-8.067585528E-3,1.150245667E-1,1.241165363E-1
3.651469254E0,-7.956229150E-2,1.105744205E-2,3.841018677E-2,8.903801268E-2
3.661480418E0,-6.296132505E-2,-2.971021459E-3,4.320049286E-2,7.641490695E-2
3.671489275E0,-3.448736295E-2,-6.597843021E-4,-8.129692078E-2,8.831196321E-2
3.681469594E0,-7.526098192E-2,6.529070437E-3,-1.425838470E-2,7.687747196E-2
3.691476681E0,-9.653985500E-2,1.134737581E-2,1.389684677E-1,1.695905114E-1
3.701487538E0,-4.614676908E-2,-5.211135373E-3,-9.326934814E-2,1.041914177E-1
3.711466318E0,-4.382782802E-2,-3.849315271E-2,-1.052389145E-1,1.203238565E-1
3.721478559E0,-8.193496615E-2,-1.642206684E-2,7.432746887E-2,1.118373622E-1
3.731486262E0,-7.458043844E-2,-1.141062193E-2,1.686573029E-2,7.731039353E-2
3.741498888E0,-1.731829345E-2,-3.258929402E-2,1.926136017E-2,4.162914085E-2
3.751474360E0,-8.420383930E-2,-1.061419584E-2,7.290840149E-3,8.518276854E-2
3.761486910E0,-8.170454204E-2,3.523422405E-2,2.491044998E-1,2.645186847E-1
3.771494612E0,-6.460483372E-2,1.374002546E-2,2.443151474E-1,2.530858828E-1
3.781475854E0,-9.299713373E-2,-1.754368097E-2,-2.289772034E-3,9.466515029E-2
3.791483019E0,-9.259103239E-2,1.866919920E-2,1.389665604E-1,1.680278048E-1
3.801494105E0,-4.919515550E-2,1.170528308E-2,2.251577377E-1,2.307665137E-1
3.811471963E0,-1.073007844E-2,-1.478626952E-2,2.036094666E-1,2.044274522E-1
3.821483589E0,-3.465967625E-2,1.625514776E-2,1.341772079E-1,1.395315237E-1
3.831490445E0,-6.331670284E-2,2.793309465E-2,-2.294540405E-3,6.924252704E-2
3.841472225E0,-2.754929662E-2,-1.763930731E-2,3.601455688E-2,4.865343990E-2
3.851481159E0,-5.156258121E-2,-3.293311223E-3,2.165031433E-2,5.602036943E-2
3.861492016E0,-7.536485791E-2,2.978022024E-2,1.078395844E-1,1.348929178E-1
3.871470104E0,-7.037971169E-2,5.851875991E-2,2.107887268E-1,2.298034735E-1
3.881480575E0,-7.234877348E-2,2.942742594E-2,-1.890449524E-1,2.045441577E-1
3.891488971E0,-3.888051212E-2,1.024373993E-2,-1.627082825E-1,1.676025466E-1
3.901470751E0,-5.323653668E-2,2.461699024E-2,1.796627045E-1,1.889942127E-1
3.911478530E0,-7.921479642E-2,-1.881157979E-3,1.198053360E-1,1.436378824E-1
3.921489926E0,-3.143440932E-2,2.687346190E-3,4.797935486E-2,5.742266462E-2
3.931468013E0,-7.183589041E-2,-1.891190000E-2,-2.624225616E-2,7.878268288E-2
3.941479101E0,-7.881993055E-2,2.408200502E-2,4.558277130E-2,9.418234154E-2
3.951487112E0,-3.565489128E-2,5.012960732E-2,1.724748611E-1,1.831169750E-1
3.961466276E0,-7.858928293E-2,-7.724903524E-3,9.059906006E-5,7.896808048E-2
3.971474902E0,-4.991627857E-2,-1.735600643E-2,1.796569824E-1,1.872685162E-1
3.981487529E0,-4.275612906E-2,1.365143340E-2,4.079341888E-2,6.065106124E-2
3.991465077E0,-2.385563403E-2,-2.723806538E-2,-3.582191467E-2,5.093341783E-2
4.001476780E0,-2.889613248E-2,-6.012551486E-3,1.437435150E-1,1.467424116E-1
4.011484099E0,-8.401144296E-2,-1.810864732E-2,1.341667175E-1,1.593315843E-1
4.021497032E0,-7.660472393E-2,-1.819253713E-2,2.485275269E-3,7.877454366E-2
4.031474043E0,-1.451098546E-2,-1.098324358E-2,-7.091522217E-3,1.953176966E-2
4.041485130E0,-6.001860648E-2,-1.567180082E-2,1.269845963E-1,1.413256033E-1
4.051492526E0,-7.898758352E-2,-1.082460023E-2,2.083864212E-1,2.231168099E-1
4.061474383E0,-6.934984773E-2,-3.728257492E-2,9.059906006E-5,7.873626853E-2
4.071482085E0,-4.046626389E-2,-5.573963374E-2,1.293783188E-1,1.465713978E-1
4.081495866E0,-6.420472264E-2,-2.646322735E-2,2.802133560E-1,2.886902730E-1
4.091470954E0,-2.827629261E-2,-2.863695286E-2,2.323293686E-1,2.357892264E-1
4.101481810E0,5.139645189E-3,-4.520738870E-2,3.839969635E-2,5.953705254E-2
4.111489513E0,-4.517565295E-2,-2.570346557E-2,2.643013000E-2,5.831002944E-2
4.121473446E0,-6.454673409E-2,2.035181411E-2,2.323341370E-1,2.419909676E-1
4.131480919E0,-1.702827401E-2,1.346860081E-3,1.245956421E-1,1.257610837E-1
4.141490468E0,-3.910832852E-2,-8.301202208E-3,9.107875824E-2,9.946713789E-2
4.151468863E0,-6.801861525E-2,2.534780651E-2,6.234931946E-2,9.568950283E-2
4.161480643E0,-5.387799814E-2,2.323569544E-2,-1.339731216E-1,1.462584478E-1
4.171488039E0,-2.097724751E-2,1.629843935E-2,-1.148166656E-1,1.178496956E-1
4.181468280E0,-5.714000016E-2,4.279559106E-2,7.911586761E-2,1.065634212E-1
4.191476598E0,-7.623985410E-2,2.318738587E-2,4.320049286E-2,9.064465125E-2
4.201488379E0,-4.053394124E-2,-3.307662904E-3,7.288932800E-3,4.131669841E-2
4.211465850E0,-9.073966742E-2,-3.350749612E-3,-1.459417343E-1,1.718834040E-1
4.221478553E0,-9.774242342E-2,3.731157631E-2,9.587287903E-2,1.419061098E-1
4.231485948E0,-5.930092931E-2,2.044283599E-2,2.083988190E-1,2.176340449E-1
4.241496421E0,-9.488776326E-2,-1.084313169E-2,-5.017662048E-2,1.078839857E-1
4.251475432E0,-4.199867696E-2,1.797076315E-2,3.122615814E-2,5.533452942E-2
4.261486596E0,-4.898115993E-2,2.540487051E-2,1.126279831E-1,1.254177980E-1
4.271494222E0,-7.753666490E-2,3.761809319E-3,8.389759064E-2,1.143017556E-1
4.281474541E0,-3.191310540E-2,-1.429593191E-3,1.174154282E-1,1.216834944E-1
4.291483243E0,-9.372778237E-2,-3.789681941E-3,7.280349731E-3,9.408646220E-2
4.301496100E0,-8.626213670E-2,3.467306867E-2,1.198062897E-1,1.516473704E-1
4.311472495E0,-3.589707240E-2,4.665914178E-2,6.234550476E-2,8.574752056E-2
4.321484429E0,-5.002801493E-2,1.042563282E-2,1.206588745E-2,5.250792071E-2
4.331491594E0,-5.704656616E-2,-1.140628755E-2,2.299356461E-1,2.371809761E-1
4.341473373E0,-6.870067865E-2,-9.400894865E-3,-5.976390839E-2,9.154171080E-2
4.351481153E0,-4.936409742E-2,-4.602307454E-3,-5.976581573E-2,7.765274031E-2
4.361492549E0,-4.454239458E-2,2.655671909E-3,1.078290939E-1,1.166970051E-1
4.371470713E0,-7.078798115E-2,-1.175125316E-2,1.724720001E-1,1.868036966E-1
4.381481108E0,-5.625417829E-2,-1.887111180E-2,1.150112152E-1,1.294149569E-1
4.391490427E0,-6.587572396E-2,-3.806876764E-2,-1.291971207E-1,1.499357798E-1
4.401470053E0,-6.316940486E-2,1.257897913E-2,8.149147034E-2,1.038723455E-1
4.411478987E0,-3.917591274E-2,-1.581935026E-2,3.831615448E-1,3.854838173E-1
4.421490151E0,-2.495521307E-2,-2.804059908E-2,1.533184052E-1,1.578466699E-1
4.431467008E0,-1.489948481E-3,-3.273745626E-2,1.820507050E-1,1.849768098E-1
4.441479634E0,-6.859794259E-2,1.290823892E-2,3.361129761E-2,7.747270285E-2
4.451488567E0,-1.398798823E-2,1.424461603E-3,1.054391861E-1,1.063725287E-1
4.461468963E0,4.526148736E-2,-2.712854743E-2,1.198072433E-1,1.309134672E-1
4.471475743E0,-4.864237458E-2,-1.511669904E-2,8.868598938E-2,1.022731632E-1
4.481489215E0,-7.788193226E-2,5.909537151E-2,1.365718842E-1,1.679575478E-1
4.491465610E0,-3.061678819E-2,4.236076772E-2,-5.496311188E-2,7.584699090E-2
4.501477620E0,-4.069215432E-2,-1.030949317E-2,9.683609009E-3,4.308026643E-2
4.511485247E0,-5.549523234E-2,3.029093891E-2,1.365776062E-1,1.505015093E-1
4.521497258E0,-5.337769538E-2,6.093141623E-3,-2.383327484E-2,5.877354616E-2
4.531474576E0,-1.803439483E-2,-1.059841365E-3,-3.819656372E-2,4.225328556E-2
4.541486587E0,-4.231485724E-2,8.693929762E-3,1.926612854E-2,4.730026709E-2
4.551493059E0,-6.884598732E-2,-1.072010770E-2,1.940441132E-1,2.061742189E-1
4.561476992E0,-5.232632905E-2,-2.066220157E-2,2.251682281E-1,2.320898581E-1
4.571482849E0,-7.620413601E-2,-9.081657976E-3,-4.298305511E-2,8.796072922E-2
4.581494553E0,-8.799804002E-2,3.644565493E-2,1.174287796E-1,1.512000631E-1
4.591471486E0,-4.737929255E-2,1.755639352E-2,1.054573059E-1,1.169370244E-1
4.601481728E0,-5.677364394E-2,-4.009917378E-2,5.757236481E-2,9.025390614E-2
4.611490353E0,-4.945338145E-2,5.389413796E-3,1.198205948E-1,1.297368785E-1
4.621472826E0,-8.510229737E-2,1.248669811E-2,-5.495738983E-2,1.020717069E-1
4.631479298E0,-5.619316548E-2,2.223717235E-2,7.911872864E-2,9.955871083E-2
4.641492770E0,-2.500372194E-2,7.767956704E-4,2.644538879E-2,3.640258385E-2
4.651470011E0,-5.842561275E-2,-4.317915067E-3,4.320335388E-2,7.279235126E-2
4.661480484E0,-1.179755032E-1,3.156576678E-2,1.772775650E-1,2.152718097E-1
4.671489802E0,-9.823194146E-2,2.885498293E-2,-4.778099060E-2,1.129829519E-1
4.681470120E0,-6.907957792E-2,-7.360612974E-3,1.653013229E-1,1.793061462E-1
4.691477131E0,-6.872468442E-2,-7.352592424E-3,3.783836365E-1,3.846444062E-1
4.701489757E0,-9.926806390E-2,1.926613972E-3,6.234645844E-2,1.172388214E-1
4.711466153E0,-7.002220303E-2,-5.261909217E-3,2.164268494E-2,7.347926522E-2
4.721478086E0,-1.073538214E-1,6.889497861E-3,-1.187992096E-2,1.082286500E-1
4.731486789E0,-1.110596955E-1,-4.878545180E-3,1.820468903E-1,2.133052424E-1
4.741497262E0,-6.709087640E-2,-1.455810294E-2,3.328790665E-1,3.398846818E-1
4.751475733E0,-1.137222648E-1,-1.968792267E-2,5.514621735E-2,1.279119740E-1
4.761487975E0,-9.588208795E-2,5.450667441E-2,6.950759888E-2,1.303673987E-1
4.771494217E0,-7.307307422E-2,5.456724018E-2,5.992698669E-2,1.091260813E-1
4.781476073E0,-2.448780462E-2,1.511719078E-3,2.640533447E-2,3.604413348E-2
4.791483161E0,-5.219429731E-4,-1.139657572E-3,1.078062057E-1,1.078134929E-1
4.801494248E0,-6.241543964E-2,2.042972855E-2,-2.627086639E-2,7.073343859E-2
4.811473028E0,-3.355257958E-2,3.476437181E-2,-4.063606262E-2,6.313182026E-2
4.821484731E0,3.329348192E-2,-6.081692874E-3,-6.457710266E-2,7.290847080E-2
4.831493664E0,-2.198869176E-2,5.561282858E-3,1.443195343E-2,2.688329802E-2
4.841473368E0,-6.758099794E-2,4.371888191E-2,1.245651245E-1,1.483071211E-1
4.851481994E0,-1.276232675E-2,2.430970408E-2,-5.260562897E-2,5.933962332E-2
4.861492697E0,-2.508934960E-2,5.092157051E-3,5.513477325E-2,6.078855771E-2
4.871470323E0,-2.058600634E-2,3.352211416E-2,8.625984192E-2,9.480651941E-2
4.881482256E0,-3.536084667E-2,-1.698553748E-2,6.710624695E-2,7.773124430E-2
4.891491498E0,-2.144911140E-2,2.119730227E-3,5.992603302E-2,6.368427647E-2
4.901469970E0,-3.385392949E-2,2.130640298E-2,-7.110595703E-3,4.062772355E-2
4.911479211E0,-3.423991427E-2,9.427655488E-3,1.963977814E-1,1.995829175E-1
4.921489145E0,1.227710396E-3,-1.946065575E-2,1.173915863E-1,1.190000375E-1
4.931468156E0,-5.410454422E-2,-7.994841784E-3,7.258415222E-3,5.517158501E-2
4.941479859E0,-1.019917652E-1,4.246612266E-2,1.173915863E-1,1.612032142E-1
4.951487870E0,-9.701213241E-2,1.626794599E-2,-5.978107452E-2,1.151076747E-1
4.961468264E0,-3.477666155E-2,-3.894984722E-2,7.668876648E-2,9.277754950E-2
4.971476891E0,-4.919572547E-2,-1.028537564E-2,2.227354050E-1,2.283354309E-1
4.981488209E0,-6.819999218E-2,-5.651745945E-3,4.795837402E-2,8.356546419E-2
4.991465143E0,-3.949461505E-2,4.072505981E-3,7.429504395E-2,8.423872908E-2
5.001477154E0,-4.421546310E-2,-2.853555605E-3,-4.302120209E-2,6.175737839E-2
5.011484857E0,-7.541472465E-2,-4.101720080E-2,2.347068787E-1,2.499142060E-1
5.021497175E0,-1.088264808E-1,-1.217201911E-2,3.185033798E-1,3.368022624E-1
5.031473801E0,-1.036588252E-1,2.845125459E-2,-1.100597382E-1,1.538433355E-1
5.041486120E0,-3.411246836E-2,3.342456371E-2,1.269664764E-1,1.356515687E-1
5.051493284E0,-3.149728850E-2,5.456805229E-5,2.347049713E-1,2.368090068E-1
5.061474833E0,-4.818433523E-2,-3.161208332E-2,6.950378418E-2,9.028748523E-2
5.071482228E0,-3.404553235E-2,-1.708028652E-2,1.317548752E-1,1.371502154E-1
5.081493623E0,-7.226461917E-2,2.844897658E-2,-9.504318237E-3,7.824226171E-2
5.091472096E0,-4.599256814E-2,2.148746513E-3,1.437253952E-1,1.509202527E-1
5.101483491E0,-3.869161382E-2,-4.984427243E-3,8.386993408E-2,9.249892615E-2
5.111491425E0,-4.824887589E-2,-1.478779688E-2,-2.865791321E-2,5.803368806E-2
5.121473051E0,-5.301471800E-2,5.444518104E-2,1.604833603E-1,1.775661764E-1
5.131480061E0,-4.338127375E-2,1.856576279E-2,-5.020713806E-2,6.890122765E-2
5.141492995E0,1.387720928E-2,1.616549678E-3,-6.457233429E-2,6.606645537E-2
5.151469928E0,1.296557486E-3,6.389426067E-3,1.485147476E-1,1.486577818E-1
5.161481324E0,-7.307869196E-2,-3.213370219E-2,2.880477905E-2,8.486922488E-2
5.171490258E0,-5.670667440E-2,-8.491179906E-3,-4.780864716E-2,7.465529988E-2
5.181470653E0,-1.405538060E-2,-5.661142990E-3,-1.244211197E-1,1.253404057E-1
5.191477664E0,-3.126082942E-2,-3.868383169E-2,1.389427185E-1,1.475762763E-1
5.201489675E0,-6.732216477E-2,1.636965759E-2,1.772508621E-1,1.903105559E-1
5.211467608E0,-9.144282341E-2,-5.434364080E-3,-1.076583862E-1,1.413564657E-1
5.221479542E0,-9.838309884E-2,9.166197851E-3,5.275249481E-2,1.120092810E-1
5.231486091E0,-8.131767809E-2,3.090399131E-2,7.908821106E-2,1.175694117E-1
5.241499332E0,-4.739363119E-2,-3.842714056E-2,1.221828461E-1,1.365703089E-1
5.251476189E0,-9.001448750E-3,-3.118919395E-2,1.173944473E-1,1.218000335E-1
5.261486969E0,-5.697771162E-2,2.868852764E-2,-5.259418488E-2,8.267792645E-2
5.271494672E0,-5.920829624E-2,3.834484518E-2,1.683807373E-2,7.252220503E-2
5.281475914E0,-4.252500832E-3,-2.614290826E-2,3.120326996E-2,4.092895640E-2
5.291483924E0,-6.182671338E-2,-2.369796857E-2,1.173954010E-1,1.347806232E-1
5.301497550E0,-1.214842945E-1,6.232414022E-2,2.035856247E-1,2.451322885E-1
5.311473254E0,-1.017090306E-1,4.054215923E-2,-7.893371582E-2,1.349774984E-1
5.321484264E0,-6.285285205E-2,1.676575653E-2,-6.696414948E-2,9.335828253E-2
5.331492967E0,-2.446900122E-2,2.385327034E-2,1.796388626E-1,1.828601419E-1
5.341472900E0,-7.437451184E-2,-2.895037457E-2,2.538566589E-1,2.661069249E-1
5.351482142E0,-6.462796032E-2,-1.003168151E-2,1.317520142E-1,1.470918119E-1
5.361493537E0,-5.240588263E-2,6.437798962E-3,-1.316118240E-1,1.418079476E-1
5.371470240E0,-4.508792982E-2,-7.022898644E-4,2.155466080E-1,2.202129761E-1
5.381482789E0,-6.383107603E-2,-1.040818542E-2,2.514581680E-1,2.596419590E-1
5.391490185E0,-9.452924132E-2,1.539825462E-2,-1.124629974E-1,1.477186837E-1
5.401472118E0,-6.540928781E-2,6.335841119E-2,5.513095856E-2,1.064522700E-1
5.411480437E0,-5.553392693E-2,1.574696042E-2,1.173801422E-1,1.308055105E-1
5.421492063E0,-9.939251468E-3,-3.945115954E-2,-2.627372742E-2,4.843027422E-2
5.431468073E0,-1.242016256E-2,-1.807794347E-2,7.667732239E-2,7.975264414E-2
5.441479776E0,-7.224820554E-2,2.240147442E-2,7.667732239E-2,1.077081289E-1
5.451487248E0,-4.845150560E-2,1.045629382E-2,7.428359985E-2,8.930249539E-2
5.461469721E0,-7.765300572E-3,-3.268373758E-2,1.203441620E-2,3.568408284E-2
5.471477039E0,-5.571265519E-2,-4.735453054E-2,8.146572113E-2,1.094669595E-1
5.481489972E0,-6.067188829E-2,5.349172279E-3,2.131471634E-1,2.216786073E-1
5.491466906E0,-5.817891657E-2,3.392178938E-2,-1.411952972E-1,1.564339672E-1
5.501479225E0,-3.434450179E-2,-1.128610875E-2,-8.373355865E-2,9.120433049E-2
5.511485774E0,-1.041412354E-3,1.162180677E-3,1.868124008E-1,1.868189185E-1
5.521496785E0,-4.437762499E-2,-2.527602762E-2,1.532945633E-1,1.615780750E-1
5.531474718E0,-4.449290410E-2,-3.255644068E-2,3.119087219E-2,6.334359362E-2
5.541487344E0,-1.591119356E-2,-3.578412347E-3,-1.411914825E-1,1.421302426E-1
5.551495278E0,2.662599087E-3,-3.198362887E-3,1.054143906E-1,1.054965056E-1
5.561476211E0,-4.322721064E-2,4.138221964E-3,1.796360016E-1,1.848101991E-1
5.571482684E0,-4.372827709E-2,-2.970047109E-2,1.197824478E-1,1.309279000E-1
5.581496310E0,-7.523404062E-2,3.507160395E-2,1.556968689E-1,1.764417560E-1
5.591472320E0,-9.908697009E-2,4.254142940E-2,-5.499362946E-2,1.210466858E-1
5.601485178E0,-2.488018014E-2,1.980987377E-3,-1.668548584E-2,3.002254340E-2
5.611491650E0,1.086670905E-3,-9.915830567E-3,1.197862625E-1,1.202008870E-1
5.621472045E0,-9.467817843E-2,4.014000297E-2,1.580915451E-1,1.885951058E-1
5.631480594E0,-1.089021862E-1,3.555259109E-2,1.556987762E-1,1.933023068E-1
5.641493220E0,-1.806978695E-2,-7.688250393E-3,-7.175159454E-2,7.439030659E-2
5.651470154E0,-2.041735500E-2,-2.704555728E-2,1.868219376E-1,1.898703950E-1
5.661481857E0,-8.968257159E-2,4.681589082E-2,3.041372299E-1,3.205216777E-1
5.671490252E0,-9.407897294E-2,2.231091633E-2,2.880191803E-2,1.008869695E-1
5.681471724E0,-5.322298408E-2,1.284689456E-2,-2.324104309E-3,5.480082294E-2
5.691478274E0,-4.587348923E-2,3.216015175E-2,3.598403931E-2,6.658455872E-2
5.701489976E0,-4.822067544E-2,1.035753638E-3,1.580877304E-1,1.652816893E-1
5.711468064E0,-5.054629594E-2,-4.272334278E-3,1.102027893E-1,1.213170872E-1
5.721479459E0,-7.884965092E-2,1.684175804E-4,-1.723155975E-1,1.894992374E-1
5.731488085E0,-6.186442822E-2,2.851005644E-3,9.583473206E-2,1.141036002E-1
5.741499173E0,-3.524037078E-2,-2.794092521E-2,1.341419220E-1,1.414801550E-1
5.751477414E0,-6.638820469E-2,-1.413538959E-2,7.668018341E-2,1.024063157E-1
5.761489425E0,-1.019147336E-1,4.300878942E-2,7.428455353E-2,1.332462525E-1
5.771495513E0,-8.456590027E-2,5.486728996E-2,-1.909160614E-2,1.025977603E-1
5.781477138E0,-4.342581332E-2,-1.213969756E-2,2.400302887E-2,5.108149287E-2
5.791485688E0,1.404257119E-2,-7.921373099E-2,1.269540787E-1,1.502975285E-1
5.801497776E0,-4.105382413E-2,-3.390308097E-2,1.796264648E-1,1.873512803E-1
5.811475324E0,-7.440659404E-2,-2.166208997E-2,1.604719162E-1,1.782044423E-1
5.821484566E0,-2.400068566E-2,-2.604969218E-2,-2.202053070E-1,2.230358640E-1
5.831493114E0,2.118687332E-2,-2.343640849E-2,1.125888824E-1,1.169376128E-1
5.841474049E0,-4.364714026E-2,-4.294003360E-3,3.232803345E-1,3.262417600E-1
5.851482752E0,-6.537427008E-2,-9.493068792E-3,1.442718506E-2,6.761698908E-2
5.861493762E0,-4.411125928E-2,7.593576331E-3,-5.979156494E-2,7.468933548E-2
5.871472004E0,-4.417316243E-2,2.232218347E-2,-7.415580750E-2,8.915510047E-2
5.881483707E0,-3.722380847E-2,-1.336722169E-2,3.597927094E-2,5.346777038E-2
5.891491102E0,-2.554236352E-2,-3.266362473E-2,1.341419220E-1,1.404043445E-1
5.901471343E0,-6.154682487E-2,-3.986204416E-2,3.598022461E-2,8.167968400E-2
5.911480277E0,-4.519399256E-2,3.434629180E-3,2.035760880E-1,2.085605841E-1
5.921493211E0,-4.991016537E-2,3.706272691E-3,5.034732819E-2,7.099024243E-2
5.931469222E0,-3.104173578E-2,-1.319307368E-2,1.341438293E-1,1.383192449E-1
5.941481001E0,-5.282561854E-2,1.752804965E-2,4.382085800E-1,4.417290324E-1
5.951488089E0,-9.071584791E-2,2.674840204E-2,1.245660782E-1,1.564018859E-1
5.961499177E0,-1.192501746E-2,1.709282771E-2,7.668304443E-2,7.946483565E-2
5.971477341E0,1.638845354E-2,-1.829171553E-2,1.149921417E-1,1.175855473E-1
5.981489275E0,-4.598776996E-2,1.510420814E-2,1.748476028E-1,1.814240786E-1
5.991466901E0,-6.278236955E-2,4.581837356E-2,9.105014801E-2,1.197124836E-1
